sim,method,common_units_share
2059,CEM(C),0.9653465346534653
2059,PSC(C),0.75
2059,MAH(C),0.8282828282828283
2059,GEN(C),0.7175925925925926
2060,CEM(T),0.9423076923076923
2060,CEM(C),0.9712918660287081
2060,PSC(C),0.6852589641434262
2060,MAH(C),0.8256410256410256
2060,GEN(C),0.7626262626262627
2061,CEM(T),0.9375
2061,CEM(C),0.966824644549763
2061,PSC(C),0.7035714285714286
2061,MAH(C),0.8009950248756219
2061,GEN(C),0.8256410256410256
2062,CEM(T),0.9545454545454546
2062,CEM(C),0.9719626168224299
2062,PSC(C),0.7381818181818182
2062,MAH(C),0.8210526315789474
2062,GEN(C),0.8118811881188119
2063,CEM(T),0.96
2063,CEM(C),0.9808612440191388
2063,PSC(C),0.725
2063,MAH(C),0.7908163265306123
2063,GEN(C),0.8102564102564103
2064,CEM(T),0.9612903225806452
2064,CEM(C),0.9759615384615384
2064,PSC(C),0.6691729323308271
2064,MAH(C),0.8020304568527918
2064,GEN(C),0.875
2065,CEM(T),0.9490445859872612
2065,CEM(C),0.9704433497536946
2065,PSC(C),0.7205882352941176
2065,MAH(C),0.8177339901477833
2065,GEN(C),0.7704081632653061
2066,CEM(T),0.961038961038961
2066,CEM(C),0.9759615384615384
2066,PSC(C),0.7232472324723247
2066,MAH(C),0.8106796116504854
2066,GEN(C),0.7788461538461539
2067,CEM(T),0.9245283018867925
2067,CEM(C),0.9624413145539906
2067,PSC(C),0.6731517509727627
2067,MAH(C),0.8125
2067,GEN(C),0.8324873096446701
2068,CEM(T),0.967741935483871
2068,CEM(C),0.9902912621359223
2068,PSC(C),0.6981132075471698
2068,MAH(C),0.7835051546391752
2068,GEN(C),0.8071065989847716
2069,CEM(T),0.9548387096774194
2069,CEM(C),0.9671361502347418
2069,PSC(C),0.725
2069,MAH(C),0.8333333333333334
2069,GEN(C),0.7461928934010152
2070,CEM(T),0.9631901840490797
2070,CEM(C),0.9727272727272728
2070,PSC(C),0.7326007326007326
2070,MAH(C),0.7722772277227723
2070,GEN(C),0.8267326732673267
2071,CEM(T),0.967741935483871
2071,CEM(C),0.9855072463768116
2071,PSC(C),0.6600790513833992
2071,MAH(C),0.78
2071,GEN(C),0.8140703517587939
2072,CEM(T),0.9554140127388535
2072,CEM(C),0.9817351598173516
2072,PSC(C),0.6442687747035574
2072,MAH(C),0.7927461139896373
2072,GEN(C),0.9061032863849765
2073,CEM(T),0.9367088607594937
2073,CEM(C),0.963963963963964
2073,PSC(C),0.703971119133574
2073,MAH(C),0.8316831683168316
2073,GEN(C),0.7729468599033816
2074,CEM(T),0.9617834394904459
2074,CEM(C),0.986046511627907
2074,PSC(C),0.7407407407407407
2074,MAH(C),0.7980295566502463
2074,GEN(C),0.7647058823529411
2075,CEM(T),0.9523809523809523
2075,CEM(C),0.9759615384615384
2075,PSC(C),0.7164179104477612
2075,MAH(C),0.7777777777777778
2075,GEN(C),0.864321608040201
2076,CEM(T),0.9627329192546584
2076,CEM(C),0.9720930232558139
2076,PSC(C),0.7392857142857143
2076,MAH(C),0.7947368421052632
2076,GEN(C),0.8358974358974359
2077,CEM(T),0.9607843137254902
2077,CEM(C),0.9806763285024155
2077,PSC(C),0.7210144927536232
2077,MAH(C),0.8041237113402062
2077,GEN(C),0.7931034482758621
2078,CEM(T),0.9548387096774194
2078,CEM(C),0.9719626168224299
2078,PSC(C),0.6714285714285714
2078,MAH(C),0.8263157894736842
2078,GEN(C),0.9203980099502488
2079,CEM(T),0.9554140127388535
2079,CEM(C),0.9808612440191388
2079,PSC(C),0.6948529411764706
2079,MAH(C),0.803030303030303
2079,GEN(C),0.8620689655172413
2080,CEM(T),0.9675324675324676
2080,CEM(C),0.9855072463768116
2080,PSC(C),0.7279411764705882
2080,MAH(C),0.7894736842105263
2080,GEN(C),0.7727272727272727
2081,CEM(T),0.9426751592356688
2081,CEM(C),0.9653465346534653
2081,PSC(C),0.6875
2081,MAH(C),0.8217821782178217
2081,GEN(C),0.8601036269430051
2082,CEM(T),0.9735099337748344
2082,CEM(C),0.9900497512437811
2082,PSC(C),0.6840148698884758
2082,MAH(C),0.8
2082,GEN(C),0.7788461538461539
2083,CEM(T),0.9506172839506173
2083,CEM(C),0.9675925925925926
2083,PSC(C),0.7216117216117216
2083,MAH(C),0.8274111675126904
2083,GEN(C),0.7920792079207921
2084,CEM(T),0.9554140127388535
2084,CEM(C),0.9767441860465116
2084,PSC(C),0.7142857142857143
2084,MAH(C),0.7910447761194029
2084,GEN(C),0.8375634517766497
2085,CEM(T),0.9415584415584416
2085,CEM(C),0.9719626168224299
2085,PSC(C),0.6951672862453532
2085,MAH(C),0.803030303030303
2085,GEN(C),0.8792270531400966
2086,CEM(T),0.9673202614379085
2086,CEM(C),0.9814814814814815
2086,PSC(C),0.7035714285714286
2086,MAH(C),0.7684729064039408
2086,GEN(C),0.8984771573604061
2087,CEM(T),0.94375
2087,CEM(C),0.9712918660287081
2087,PSC(C),0.6875
2087,MAH(C),0.8284313725490197
2087,GEN(C),0.8374384236453202
2088,CEM(T),0.9666666666666667
2088,CEM(C),0.9859154929577465
2088,PSC(C),0.6951672862453532
2088,MAH(C),0.7918781725888325
2088,GEN(C),0.8391959798994975
2089,CEM(T),0.934640522875817
2089,CEM(C),0.96698113207547165
2089,PSC(C),0.7132616487455197
2089,MAH(C),0.8284313725490197
2089,GEN(C),0.8737864077669902
2090,CEM(T),0.9685534591194969
2090,CEM(C),0.981042654028436
2090,PSC(C),0.67578125
2090,MAH(C),0.8009950248756219
2090,GEN(C),0.8247422680412371
2091,CEM(T),0.967741935483871
2091,CEM(C),0.9904306220095693
2091,PSC(C),0.7211895910780669
2091,MAH(C),0.8358974358974359
2091,GEN(C),0.75
2092,CEM(T),0.949685534591195
2092,CEM(C),0.981042654028436
2092,PSC(C),0.6886446886446886
2092,MAH(C),0.7860696517412935
2092,GEN(C),0.805
2093,CEM(T),0.9375
2093,CEM(C),0.972972972972973
2093,PSC(C),0.6741573033707865
2093,MAH(C),0.8029556650246306
2093,GEN(C),0.7628865979381443
2094,CEM(T),0.9612903225806452
2094,CEM(C),0.976303317535545
2094,PSC(C),0.6842105263157895
2094,MAH(C),0.8195876288659794
2094,GEN(C),0.7371134020618557
2095,CEM(T),0.961038961038961
2095,CEM(C),0.9715639810426541
2095,PSC(C),0.7137254901960784
2095,MAH(C),0.817258883248731
2095,GEN(C),0.7839195979899497
2096,CEM(T),0.9493670886075949
2096,CEM(C),0.976303317535545
2096,PSC(C),0.6954887218045113
2096,MAH(C),0.7989949748743719
2096,GEN(C),0.8564356435643564
2097,CEM(T),0.9411764705882353
2097,CEM(C),0.9754901960784313
2097,PSC(C),0.6850393700787402
2097,MAH(C),0.7959183673469388
2097,GEN(C),0.9014778325123153
2098,CEM(T),0.9668874172185431
2098,CEM(C),0.9807692307692307
2098,PSC(C),0.7045454545454546
2098,MAH(C),0.797979797979798
2098,GEN(C),0.7971014492753623
2099,CEM(T),0.9570552147239264
2099,CEM(C),0.9814814814814815
2099,PSC(C),0.7360594795539034
2099,MAH(C),0.7552083333333334
2099,GEN(C),0.7614213197969543
2100,CEM(T),0.9367088607594937
2100,CEM(C),0.9680365296803652
2100,PSC(C),0.7159533073929961
2100,MAH(C),0.8010204081632653
2100,GEN(C),0.73
2101,CEM(T),0.9735099337748344
2101,CEM(C),0.9952153110047847
2101,PSC(C),0.6926070038910506
2101,MAH(C),0.7619047619047619
2101,GEN(C),0.7794117647058824
2102,CEM(T),0.9612903225806452
2102,CEM(C),0.9760765550239234
2102,PSC(C),0.7084870848708487
2102,MAH(C),0.8082901554404145
2102,GEN(C),0.8564102564102564
2103,CEM(T),0.967741935483871
2103,CEM(C),0.9803921568627451
2103,PSC(C),0.7
2103,MAH(C),0.835820895522388
2103,GEN(C),0.8217821782178217
2104,CEM(T),0.9308176100628931
2104,CEM(C),0.9681818181818181
2104,PSC(C),0.6714801444043321
2104,MAH(C),0.815
2104,GEN(C),0.8564356435643564
2105,CEM(T),0.9662162162162162
2105,CEM(C),0.9854368932038835
2105,PSC(C),0.686046511627907
2105,MAH(C),0.78
2105,GEN(C),0.8461538461538461
2106,CEM(T),0.9625
2106,CEM(C),0.975609756097561
2106,PSC(C),0.6821428571428572
2106,MAH(C),0.851063829787234
2106,GEN(C),0.8469387755102041
2107,CEM(T),0.9685534591194969
2107,CEM(C),0.981042654028436
2107,PSC(C),0.7121771217712177
2107,MAH(C),0.7989690721649485
2107,GEN(C),0.8512820512820513
2108,CEM(T),0.9477124183006536
2108,CEM(C),0.9712918660287081
2108,PSC(C),0.7289377289377289
2108,MAH(C),0.8232323232323232
2108,GEN(C),0.7681159420289855
2109,CEM(T),0.9551282051282052
2109,CEM(C),0.9767441860465116
2109,PSC(C),0.6944444444444444
2109,MAH(C),0.8181818181818182
2109,GEN(C),0.8140703517587939
2110,CEM(T),0.9870967741935484
2110,CEM(C),0.9950980392156863
2110,PSC(C),0.7018181818181818
2110,MAH(C),0.7980295566502463
2110,GEN(C),0.7535545023696683
2111,CEM(T),0.930379746835443
2111,CEM(C),0.9768518518518519
2111,PSC(C),0.7042801556420234
2111,MAH(C),0.8085106382978723
2111,GEN(C),0.8010204081632653
2112,CEM(T),0.9605263157894737
2112,CEM(C),0.9853658536585366
2112,PSC(C),0.7256317689530686
2112,MAH(C),0.7871287128712872
2112,GEN(C),0.8393782383419689
2113,CEM(T),0.9659863945578231
2113,CEM(C),0.9801980198019802
2113,PSC(C),0.7238805970149254
2113,MAH(C),0.8071065989847716
2113,GEN(C),0.8737864077669902
2114,CEM(T),0.9533333333333334
2114,CEM(C),0.976303317535545
2114,PSC(C),0.7330827067669173
2114,MAH(C),0.8203883495145631
2114,GEN(C),0.7669902912621359
2115,CEM(T),0.948051948051948
2115,CEM(C),0.985981308411215
2115,PSC(C),0.6782945736434108
2115,MAH(C),0.7864077669902912
2115,GEN(C),0.7806122448979592
2116,CEM(T),0.9411764705882353
2116,CEM(C),0.9716981132075472
2116,PSC(C),0.7269230769230769
2116,MAH(C),0.8157894736842105
2116,GEN(C),0.746031746031746
2117,CEM(T),0.9337748344370861
2117,CEM(C),0.9672897196261683
2117,PSC(C),0.7464285714285714
2117,MAH(C),0.8223350253807107
2117,GEN(C),0.7918781725888325
2118,CEM(T),0.9607843137254902
2118,CEM(C),0.9811320754716981
2118,PSC(C),0.75
2118,MAH(C),0.8177083333333334
2118,GEN(C),0.8730964467005076
2119,CEM(T),0.9536423841059603
2119,CEM(C),0.9764150943396226
2119,PSC(C),0.7464285714285714
2119,MAH(C),0.8090452261306532
2119,GEN(C),0.7738693467336684
2120,CEM(T),0.954248366013072
2120,CEM(C),0.9723502304147466
2120,PSC(C),0.65625
2120,MAH(C),0.8118811881188119
2120,GEN(C),0.746268656716418
2121,CEM(T),0.9506172839506173
2121,CEM(C),0.981651376146789
2121,PSC(C),0.7
2121,MAH(C),0.8324873096446701
2121,GEN(C),0.845771144278607
2122,CEM(T),0.9299363057324841
2122,CEM(C),0.966824644549763
2122,PSC(C),0.7427536231884058
2122,MAH(C),0.8298969072164949
2122,GEN(C),0.8894230769230769
2123,CEM(T),0.9503105590062112
2123,CEM(C),0.9770642201834863
2123,PSC(C),0.6754716981132075
2123,MAH(C),0.8090452261306532
2123,GEN(C),0.7902439024390244
2124,CEM(T),0.9419354838709677
2124,CEM(C),0.9675925925925926
2124,PSC(C),0.6679245283018868
2124,MAH(C),0.7908163265306123
2124,GEN(C),0.736318407960199
2125,CEM(T),0.9727891156462585
2125,CEM(C),0.9904306220095693
2125,PSC(C),0.7
2125,MAH(C),0.7927461139896373
2125,GEN(C),0.8383838383838383
2126,CEM(T),0.96875
2126,CEM(C),0.9809523809523809
2126,PSC(C),0.6795366795366795
2126,MAH(C),0.8040201005025126
2126,GEN(C),0.8071065989847716
2127,CEM(T),0.9607843137254902
2127,CEM(C),0.9807692307692307
2127,PSC(C),0.6693227091633466
2127,MAH(C),0.8223350253807107
2127,GEN(C),0.8080808080808081
2128,CEM(T),0.9556962025316456
2128,CEM(C),0.985781990521327
2128,PSC(C),0.6705882352941176
2128,MAH(C),0.7875647668393783
2128,GEN(C),0.7628865979381443
2129,CEM(T),0.9551282051282052
2129,CEM(C),0.9813084112149533
2129,PSC(C),0.6718146718146718
2129,MAH(C),0.7794117647058824
2129,GEN(C),0.8426395939086294
2130,CEM(T),0.9554140127388535
2130,CEM(C),0.96698113207547165
2130,PSC(C),0.6692015209125475
2130,MAH(C),0.7948717948717948
2130,GEN(C),0.7626262626262627
2131,CEM(T),0.9433962264150944
2131,CEM(C),0.9805825242718447
2131,PSC(C),0.7237354085603113
2131,MAH(C),0.817258883248731
2131,GEN(C),0.7738693467336684
2132,CEM(T),0.9358974358974359
2132,CEM(C),0.9671361502347418
2132,PSC(C),0.6934865900383141
2132,MAH(C),0.7936507936507936
2132,GEN(C),0.7574257425742574
2133,CEM(T),0.9506172839506173
2133,CEM(C),0.9813953488372092
2133,PSC(C),0.686046511627907
2133,MAH(C),0.8134715025906736
2133,GEN(C),0.8706467661691543
2134,CEM(T),0.9354838709677419
2134,CEM(C),0.966183574879227
2134,PSC(C),0.6925925925925925
2134,MAH(C),0.8
2134,GEN(C),0.8608247422680413
2135,CEM(T),0.9477124183006536
2135,CEM(C),0.9813084112149533
2135,PSC(C),0.6892430278884463
2135,MAH(C),0.8274111675126904
2135,GEN(C),0.7969543147208121
2136,CEM(T),0.9605263157894737
2136,CEM(C),0.9766355140186916
2136,PSC(C),0.6819923371647509
2136,MAH(C),0.7673267326732673
2136,GEN(C),0.8558139534883721
2137,CEM(T),0.967741935483871
2137,CEM(C),0.9862385321100917
2137,PSC(C),0.676923076923077
2137,MAH(C),0.825
2137,GEN(C),0.855072463768116
2138,CEM(T),0.9554140127388535
2138,CEM(C),0.9767441860465116
2138,PSC(C),0.7022900763358778
2138,MAH(C),0.8118811881188119
2138,GEN(C),0.7794117647058824
2139,CEM(T),0.9539473684210527
2139,CEM(C),0.976303317535545
2139,PSC(C),0.7348484848484849
2139,MAH(C),0.772020725388601
2139,GEN(C),0.8140703517587939
2140,CEM(T),0.954248366013072
2140,CEM(C),0.9815668202764977
2140,PSC(C),0.7071428571428572
2140,MAH(C),0.8274111675126904
2140,GEN(C),0.8080808080808081
2141,CEM(T),0.9426751592356688
2141,CEM(C),0.9678899082568807
2141,PSC(C),0.6928838951310862
2141,MAH(C),0.7806122448979592
2141,GEN(C),0.812807881773399
2142,CEM(T),0.9548387096774194
2142,CEM(C),0.9727272727272728
2142,PSC(C),0.7114624505928854
2142,MAH(C),0.7722772277227723
2142,GEN(C),0.7524271844660194
2143,CEM(T),0.9545454545454546
2143,CEM(C),0.9759615384615384
2143,PSC(C),0.722007722007722
2143,MAH(C),0.7910447761194029
2143,GEN(C),0.7621359223300971
2144,CEM(T),0.9607843137254902
2144,CEM(C),0.9806763285024155
2144,PSC(C),0.7306273062730627
2144,MAH(C),0.7938144329896907
2144,GEN(C),0.7272727272727273
2145,CEM(T),0.9673202614379085
2145,CEM(C),0.981042654028436
2145,PSC(C),0.706766917293233
2145,MAH(C),0.828125
2145,GEN(C),0.8090452261306532
2146,CEM(T),0.9685534591194969
2146,CEM(C),0.9953703703703703
2146,PSC(C),0.6891385767790262
2146,MAH(C),0.841025641025641
2146,GEN(C),0.8088235294117647
2147,CEM(T),0.954248366013072
2147,CEM(C),0.9711538461538461
2147,PSC(C),0.6627450980392157
2147,MAH(C),0.8324873096446701
2147,GEN(C),0.864321608040201
2148,CEM(T),0.9426751592356688
2148,CEM(C),0.9678899082568807
2148,PSC(C),0.6985294117647058
2148,MAH(C),0.8109452736318408
2148,GEN(C),0.6995073891625616
2149,CEM(T),0.9363057324840764
2149,CEM(C),0.9620853080568721
2149,PSC(C),0.75
2149,MAH(C),0.8291457286432161
2149,GEN(C),0.7419354838709677
2150,CEM(T),0.9554140127388535
2150,CEM(C),0.981042654028436
2150,PSC(C),0.6893939393939394
2150,MAH(C),0.8080808080808081
2150,GEN(C),0.8426395939086294
2151,CEM(T),0.959731543624161
2151,CEM(C),0.9807692307692307
2151,PSC(C),0.7535714285714286
2151,MAH(C),0.8190954773869347
2151,GEN(C),0.7794117647058824
2152,CEM(T),0.954248366013072
2152,CEM(C),0.9764150943396226
2152,PSC(C),0.6768060836501901
2152,MAH(C),0.8181818181818182
2152,GEN(C),0.7611940298507462
2153,CEM(T),0.9371069182389937
2153,CEM(C),0.957345971563981
2153,PSC(C),0.6964285714285714
2153,MAH(C),0.7828282828282829
2153,GEN(C),0.8647342995169082
2154,CEM(T),0.95625
2154,CEM(C),0.9765258215962441
2154,PSC(C),0.6961538461538461
2154,MAH(C),0.8203883495145631
2154,GEN(C),0.715
2155,CEM(T),0.93125
2155,CEM(C),0.9631336405529954
2155,PSC(C),0.7255639097744361
2155,MAH(C),0.7707317073170732
2155,GEN(C),0.8309178743961353
2156,CEM(T),0.9548387096774194
2156,CEM(C),0.9680365296803652
2156,PSC(C),0.6789667896678967
2156,MAH(C),0.8177339901477833
2156,GEN(C),0.7910447761194029
2157,CEM(T),0.9487179487179487
2157,CEM(C),0.9714285714285714
2157,PSC(C),0.6550387596899225
2157,MAH(C),0.8223350253807107
2157,GEN(C),0.9104477611940298
2158,CEM(T),0.9612903225806452
2158,CEM(C),0.9904761904761905
2158,PSC(C),0.6865671641791045
2158,MAH(C),0.8208955223880597
2158,GEN(C),0.8543689320388349
2159,CEM(T),0.961038961038961
2159,CEM(C),0.9906103286384976
2159,PSC(C),0.7132352941176471
2159,MAH(C),0.8092783505154639
2159,GEN(C),0.7673267326732673
2160,CEM(T),0.9602649006622517
2160,CEM(C),0.9858490566037735
2160,PSC(C),0.7196969696969697
2160,MAH(C),0.8009950248756219
2160,GEN(C),0.7635467980295566
2161,CEM(T),0.961038961038961
2161,CEM(C),0.9671361502347418
2161,PSC(C),0.6702898550724637
2161,MAH(C),0.8238341968911918
2161,GEN(C),0.7411167512690355
2162,CEM(T),0.9615384615384616
2162,CEM(C),0.9629629629629629
2162,PSC(C),0.7126436781609196
2162,MAH(C),0.7587939698492462
2162,GEN(C),0.8009950248756219
2163,CEM(T),0.9371069182389937
2163,CEM(C),0.9720930232558139
2163,PSC(C),0.6892857142857143
2163,MAH(C),0.835820895522388
2163,GEN(C),0.8585365853658536
2164,CEM(T),0.9675324675324676
2164,CEM(C),0.9855072463768116
2164,PSC(C),0.7018867924528301
2164,MAH(C),0.8164251207729468
2164,GEN(C),0.8118811881188119
2165,CEM(T),0.9440993788819876
2165,CEM(C),0.9813084112149533
2165,PSC(C),0.6782945736434108
2165,MAH(C),0.8082901554404145
2165,GEN(C),0.75
2166,CEM(T),0.930379746835443
2166,CEM(C),0.9631336405529954
2166,PSC(C),0.7285714285714285
2166,MAH(C),0.7959183673469388
2166,GEN(C),0.8605769230769231
2167,CEM(T),0.9423076923076923
2167,CEM(C),0.966183574879227
2167,PSC(C),0.7216117216117216
2167,MAH(C),0.8205128205128205
2167,GEN(C),0.7461139896373057
2168,CEM(T),0.9533333333333334
2168,CEM(C),0.9710144927536232
2168,PSC(C),0.6761133603238867
2168,MAH(C),0.8316326530612245
2168,GEN(C),0.8090452261306532
2169,CEM(T),0.9551282051282052
2169,CEM(C),0.9719626168224299
2169,PSC(C),0.6917562724014337
2169,MAH(C),0.8181818181818182
2169,GEN(C),0.675392670157068
2170,CEM(T),0.9559748427672956
2170,CEM(C),0.9764150943396226
2170,PSC(C),0.6981132075471698
2170,MAH(C),0.7889447236180904
2170,GEN(C),0.7272727272727273
2171,CEM(T),0.9556962025316456
2171,CEM(C),0.9767441860465116
2171,PSC(C),0.6728624535315985
2171,MAH(C),0.7883597883597884
2171,GEN(C),0.7268041237113402
2172,CEM(T),0.9367088607594937
2172,CEM(C),0.9768518518518519
2172,PSC(C),0.7111913357400722
2172,MAH(C),0.79
2172,GEN(C),0.8080808080808081
2173,CEM(T),0.9612903225806452
2173,CEM(C),0.9814814814814815
2173,PSC(C),0.7276119402985075
2173,MAH(C),0.81
2173,GEN(C),0.7910447761194029
2174,CEM(T),0.9559748427672956
2174,CEM(C),0.9726027397260274
2174,PSC(C),0.7340823970037453
2174,MAH(C),0.8205128205128205
2174,GEN(C),0.714975845410628
2175,CEM(T),0.9675324675324676
2175,CEM(C),0.9857142857142858
2175,PSC(C),0.7078651685393258
2175,MAH(C),0.8461538461538461
2175,GEN(C),0.6893203883495146
2176,CEM(T),0.9426751592356688
2176,CEM(C),0.9807692307692307
2176,PSC(C),0.7256317689530686
2176,MAH(C),0.82
2176,GEN(C),0.8
2177,CEM(T),0.9668874172185431
2177,CEM(C),0.976303317535545
2177,PSC(C),0.7482014388489209
2177,MAH(C),0.8256410256410256
2177,GEN(C),0.8195876288659794
2178,CEM(T),0.9433962264150944
2178,CEM(C),0.9767441860465116
2178,PSC(C),0.7181467181467182
2178,MAH(C),0.8148148148148148
2178,GEN(C),0.9090909090909091
2179,CEM(T),0.9358974358974359
2179,CEM(C),0.9671361502347418
2179,PSC(C),0.7198443579766537
2179,MAH(C),0.806930693069307
2179,GEN(C),0.7638190954773869
2180,CEM(T),0.9545454545454546
2180,CEM(C),0.976303317535545
2180,PSC(C),0.688715953307393
2180,MAH(C),0.8072916666666666
2180,GEN(C),0.7715736040609137
2181,CEM(T),0.9554140127388535
2181,CEM(C),0.9710144927536232
2181,PSC(C),0.6893939393939394
2181,MAH(C),0.8308457711442786
2181,GEN(C),0.8325123152709359
2182,CEM(T),0.9539473684210527
2182,CEM(C),0.9710144927536232
2182,PSC(C),0.7201492537313433
2182,MAH(C),0.7881773399014779
2182,GEN(C),0.7696078431372549
2183,CEM(T),0.9733333333333334
2183,CEM(C),0.9952830188679245
2183,PSC(C),0.6666666666666666
2183,MAH(C),0.817258883248731
2183,GEN(C),0.826530612244898
2184,CEM(T),0.9612903225806452
2184,CEM(C),0.976303317535545
2184,PSC(C),0.6387832699619772
2184,MAH(C),0.7692307692307693
2184,GEN(C),0.780952380952381
2185,CEM(T),0.949685534591195
2185,CEM(C),0.9658536585365853
2185,PSC(C),0.6415770609318996
2185,MAH(C),0.8140703517587939
2185,GEN(C),0.8712871287128713
2186,CEM(T),0.9683544303797469
2186,CEM(C),0.981042654028436
2186,PSC(C),0.7132075471698113
2186,MAH(C),0.8109452736318408
2186,GEN(C),0.8309178743961353
2187,CEM(T),0.948051948051948
2187,CEM(C),0.9813084112149533
2187,PSC(C),0.7054263565891473
2187,MAH(C),0.8090452261306532
2187,GEN(C),0.7238095238095238
2188,CEM(T),0.9565217391304348
2188,CEM(C),0.9767441860465116
2188,PSC(C),0.6992481203007519
2188,MAH(C),0.8112244897959183
2188,GEN(C),0.7560975609756098
2189,CEM(T),0.9741935483870968
2189,CEM(C),0.9857142857142858
2189,PSC(C),0.725925925925926
2189,MAH(C),0.8190954773869347
2189,GEN(C),0.6915422885572139
2190,CEM(T),0.948051948051948
2190,CEM(C),0.9813084112149533
2190,PSC(C),0.6964285714285714
2190,MAH(C),0.8020833333333334
2190,GEN(C),0.7881773399014779
2191,CEM(T),0.9493670886075949
2191,CEM(C),0.9805825242718447
2191,PSC(C),0.7088122605363985
2191,MAH(C),0.8140703517587939
2191,GEN(C),0.8315789473684211
2192,CEM(T),0.9612903225806452
2192,CEM(C),0.9772727272727273
2192,PSC(C),0.7185185185185186
2192,MAH(C),0.8208955223880597
2192,GEN(C),0.8274111675126904
2193,CEM(T),0.9551282051282052
2193,CEM(C),0.9856459330143541
2193,PSC(C),0.7065637065637066
2193,MAH(C),0.7938144329896907
2193,GEN(C),0.8571428571428571
2194,CEM(T),0.9731543624161074
2194,CEM(C),0.9808612440191388
2194,PSC(C),0.6768060836501901
2194,MAH(C),0.8112244897959183
2194,GEN(C),0.8190954773869347
2195,CEM(T),0.9548387096774194
2195,CEM(C),0.981042654028436
2195,PSC(C),0.6967509025270758
2195,MAH(C),0.8162162162162162
2195,GEN(C),0.7513227513227513
2196,CEM(T),0.95625
2196,CEM(C),0.9768518518518519
2196,PSC(C),0.7018181818181818
2196,MAH(C),0.785
2196,GEN(C),0.7653061224489796
2197,CEM(T),0.9607843137254902
2197,CEM(C),0.9807692307692307
2197,PSC(C),0.6705426356589147
2197,MAH(C),0.801980198019802
2197,GEN(C),0.6507177033492823
2198,CEM(T),0.96
2198,CEM(C),0.9855072463768116
2198,PSC(C),0.6753731343283582
2198,MAH(C),0.8090452261306532
2198,GEN(C),0.8418367346938775
2199,CEM(T),0.9666666666666667
2199,CEM(C),0.9855769230769231
2199,PSC(C),0.7099236641221374
2199,MAH(C),0.8041237113402062
2199,GEN(C),0.8382352941176471
2200,CEM(T),0.9666666666666667
2200,CEM(C),0.9905660377358491
2200,PSC(C),0.6920152091254753
2200,MAH(C),0.7875647668393783
2200,GEN(C),0.7938144329896907
2201,CEM(T),0.9625
2201,CEM(C),0.985781990521327
2201,PSC(C),0.7035714285714286
2201,MAH(C),0.8074866310160428
2201,GEN(C),0.8272251308900523
2202,CEM(T),0.9523809523809523
2202,CEM(C),0.9757281553398058
2202,PSC(C),0.7232472324723247
2202,MAH(C),0.78
2202,GEN(C),0.8492462311557789
2203,CEM(T),0.9556962025316456
2203,CEM(C),0.9861751152073732
2203,PSC(C),0.7125506072874493
2203,MAH(C),0.8223350253807107
2203,GEN(C),0.8186528497409327
2204,CEM(T),0.9490445859872612
2204,CEM(C),0.9764150943396226
2204,PSC(C),0.6751824817518248
2204,MAH(C),0.8102564102564103
2204,GEN(C),0.8168316831683168
2205,CEM(T),0.9803921568627451
2205,CEM(C),0.9902439024390244
2205,PSC(C),0.6875
2205,MAH(C),0.795
2205,GEN(C),0.6901408450704225
2206,CEM(T),0.949685534591195
2206,CEM(C),0.971830985915493
2206,PSC(C),0.6996197718631179
2206,MAH(C),0.8191489361702128
2206,GEN(C),0.6818181818181818
2207,CEM(T),0.9683544303797469
2207,CEM(C),0.9857142857142858
2207,PSC(C),0.6968503937007874
2207,MAH(C),0.8125
2207,GEN(C),0.8383838383838383
2208,CEM(T),0.9565217391304348
2208,CEM(C),0.9862385321100917
2208,PSC(C),0.7352941176470589
2208,MAH(C),0.8229166666666666
2208,GEN(C),0.7659574468085106
2209,CEM(T),0.9671052631578947
2209,CEM(C),0.9857142857142858
2209,PSC(C),0.6573705179282868
2209,MAH(C),0.803030303030303
2209,GEN(C),0.8497409326424871
2210,CEM(T),0.9363057324840764
2210,CEM(C),0.9715639810426541
2210,PSC(C),0.6996336996336996
2210,MAH(C),0.8484848484848485
2210,GEN(C),0.7178217821782178
2211,CEM(T),0.950920245398773
2211,CEM(C),0.9723502304147466
2211,PSC(C),0.7065217391304348
2211,MAH(C),0.8092783505154639
2211,GEN(C),0.8755980861244019
2212,CEM(T),0.9440993788819876
2212,CEM(C),0.9722222222222222
2212,PSC(C),0.7335907335907336
2212,MAH(C),0.7635467980295566
2212,GEN(C),0.7653061224489796
2213,CEM(T),0.954248366013072
2213,CEM(C),0.9855072463768116
2213,PSC(C),0.685823754789272
2213,MAH(C),0.7868020304568528
2213,GEN(C),0.8118811881188119
2214,CEM(T),0.9671052631578947
2214,CEM(C),0.9854368932038835
2214,PSC(C),0.6862745098039216
2214,MAH(C),0.7905759162303665
2214,GEN(C),0.8385416666666666
2215,CEM(T),0.9551282051282052
2215,CEM(C),0.9857142857142858
2215,PSC(C),0.6791044776119403
2215,MAH(C),0.817258883248731
2215,GEN(C),0.7980295566502463
2216,CEM(T),0.9477124183006536
2216,CEM(C),0.9711538461538461
2216,PSC(C),0.6472727272727272
2216,MAH(C),0.7989949748743719
2216,GEN(C),0.7525252525252525
2217,CEM(T),0.94375
2217,CEM(C),0.981651376146789
2217,PSC(C),0.7428571428571429
2217,MAH(C),0.81
2217,GEN(C),0.8317307692307693
