rep,method,mspe_base,mspe_perturbed,mspe_ratio
8,MAH,204646.94230603872,917429.3638154209,4.482985934104276
9,MAH,2574797.7854573443,5534576.459054836,2.149518882731121
10,MAH,285911.42311071535,246758.6408524816,0.8630597482526176
11,MAH,22207.87958656366,153729.60706404125,6.922300099152718
12,MAH,504724.88905818056,568036.6246406116,1.1254381088687166
13,MAH,321667.4400424026,254227.62113571903,0.7903430359697159
14,MAH,1029458.2532382716,321109.3316209503,0.3119206928604112
15,MAH,1212395.8441796151,4405308.540745478,3.6335562860052466
16,MAH,8467.65881856558,236765.88978576567,27.961198586160535
17,MAH,23183.999708975578,518732.31369147473,22.37458247942653
18,MAH,66010.56085422756,192158.049005872,2.911019790154767
19,MAH,771696.6878679682,897845.7615820925,1.1634697617565872
20,MAH,347645.17602501594,541.6748935939486,0.001558125729766981
21,MAH,23716.484214871234,18493.45467197815,0.7797721831122834
22,MAH,28523.257661361957,41837.929099930996,1.4668005175511667
23,MAH,905844.48457137,2816538.3736733943,3.10929571427057
24,MAH,41236.01140671409,220085.6902966166,5.337220618306018
25,MAH,1061.1822512319304,42028.050733814845,39.60493184372837
26,MAH,274122.31482838426,1098906.5605002518,4.008818330562502
27,MAH,607.4121485781696,135596.53610536113,223.23645719428808
28,MAH,1986012.523920957,2063206.9018103888,1.0388690287496416
29,MAH,155187.72237246108,1525004.3042000898,9.826836046604098
30,MAH,183016.16307128198,6513.744189554735,0.03559108703976999
31,MAH,1428597.1170998092,711711.4841191409,0.49818908046236593
32,MAH,18824.051486458255,46022.907379287026,2.444899144713625
33,MAH,1834853.6210384977,1351138.0985635319,0.7363737810315405
34,MAH,492777.2766757385,474992.06987683306,0.9639082245859957
35,MAH,289720.3213299787,378543.030692383,1.306580874115624
36,MAH,94751.26833336224,645934.5244495047,6.817159662464054
37,MAH,2442861.962357623,2645053.015794216,1.0827681041958905
38,MAH,36851.06697786042,925768.4983741455,25.121891285544965
39,MAH,9667205.789245954,9585332.891268898,0.9915308621992786
40,MAH,331849.80448559433,365795.99670076004,1.10229384425218
41,MAH,1495919.8630217277,2018593.3264932432,1.349399373851301
42,MAH,1546716.9476890138,2062340.2595726738,1.3333663038050143
43,MAH,1652488.700102694,970558.6940031766,0.5873315163624787
44,MAH,2813574.511942628,2467285.980363039,0.8769222104800435
45,MAH,28059.131044152204,132739.6765001778,4.730712305071259
46,MAH,309582.98878932936,1213988.3995684623,3.921366623908974
47,MAH,1005824.6686008383,1355260.0733030536,1.347411845832237
48,MAH,2507135.8023570427,2902990.5260671135,1.1578912172758709
49,MAH,277049.80544418824,1822.9595735176122,0.006579898407056806
50,MAH,3333205.9083663495,3844010.2598817656,1.1532471637090576
51,MAH,191467.8502111288,518913.13456393545,2.7101841588117144
52,MAH,135907.17641769283,911965.2448409714,6.710206693119473
53,MAH,3270131.3640938816,3620784.6516097775,1.1072291135964987
54,MAH,247243.8722149171,84699.51987460128,0.34257479918845507
55,MAH,3790421.456280545,2406875.2542344434,0.6349888216906243
56,MAH,2956628.439704102,2066386.3798463584,0.6988995817320763
57,MAH,1691465.2505336688,1449329.3437233567,0.8568484296476582
58,MAH,237.0325463775009,10772.0303140088,45.44536384827565
59,MAH,721787.2329170278,1219735.443157132,1.6898822638185196
60,MAH,1336951.2395046498,1394130.39461369,1.042768317511883
61,MAH,916282.2050944802,1382910.0284809743,1.50926212556794
62,MAH,142770.86062065003,8532.244226052946,0.05976180425726777
63,MAH,17091.206195279843,295260.0179796511,17.27555180167415
64,MAH,2068821.9750112446,2178174.7552593695,1.0528575109743459
65,MAH,65784.69726598023,411658.0548426788,6.257656749232512
66,MAH,7707.070674488995,315274.04124029545,40.90711692626319
67,MAH,1569.8312376417452,534036.8191168882,340.18740760894576
68,MAH,7674870.031073643,8076427.852799972,1.0523211233676297
69,MAH,1228411.40385439,605175.7142036367,0.4926490525118663
70,MAH,2662008.0895450884,2372694.069169218,0.8913173774669817
71,MAH,1139242.2149240784,746753.1402877783,0.6554823289598196
72,MAH,199550.6276042943,770921.0228994989,3.863285383537971
73,MAH,6437869.943427224,6432911.224680967,0.9992297578562737
