sim,key,n,method,group
2568,RAW(nt),148,RAW,treated
2568,RAW(nc),297,RAW,control
2568,MAH(nt),148,MAH,treated
2568,MAH(nc),148,MAH,control
2568,PSC(nt),148,PSC,treated
2568,PSC(nc),148,PSC,control
2568,GEN(nt),148,GEN,treated
2568,GEN(nc),143,GEN,control
2568,CEM(nt),84,CEM,treated
2568,CEM(nc),145,CEM,control
2569,RAW(nt),174,RAW,treated
2569,RAW(nc),271,RAW,control
2569,MAH(nt),174,MAH,treated
2569,MAH(nc),174,MAH,control
2569,PSC(nt),174,PSC,treated
2569,PSC(nc),174,PSC,control
2569,GEN(nt),174,GEN,treated
2569,GEN(nc),148,GEN,control
2569,CEM(nt),93,CEM,treated
2569,CEM(nc),132,CEM,control
2570,RAW(nt),147,RAW,treated
2570,RAW(nc),298,RAW,control
2570,MAH(nt),147,MAH,treated
2570,MAH(nc),147,MAH,control
2570,PSC(nt),147,PSC,treated
2570,PSC(nc),147,PSC,control
2570,GEN(nt),147,GEN,treated
2570,GEN(nc),155,GEN,control
2570,CEM(nt),71,CEM,treated
2570,CEM(nc),163,CEM,control
2571,RAW(nt),162,RAW,treated
2571,RAW(nc),283,RAW,control
2571,MAH(nt),162,MAH,treated
2571,MAH(nc),162,MAH,control
2571,PSC(nt),162,PSC,treated
2571,PSC(nc),162,PSC,control
2571,GEN(nt),162,GEN,treated
2571,GEN(nc),157,GEN,control
2571,CEM(nt),100,CEM,treated
2571,CEM(nc),163,CEM,control
2572,RAW(nt),171,RAW,treated
2572,RAW(nc),274,RAW,control
2572,MAH(nt),171,MAH,treated
2572,MAH(nc),171,MAH,control
2572,PSC(nt),171,PSC,treated
2572,PSC(nc),171,PSC,control
2572,GEN(nt),171,GEN,treated
2572,GEN(nc),140,GEN,control
2572,CEM(nt),86,CEM,treated
2572,CEM(nc),153,CEM,control
2573,RAW(nt),173,RAW,treated
2573,RAW(nc),272,RAW,control
2573,MAH(nt),173,MAH,treated
2573,MAH(nc),173,MAH,control
2573,PSC(nt),173,PSC,treated
2573,PSC(nc),173,PSC,control
2573,GEN(nt),173,GEN,treated
2573,GEN(nc),155,GEN,control
2573,CEM(nt),97,CEM,treated
2573,CEM(nc),131,CEM,control
2574,RAW(nt),157,RAW,treated
2574,RAW(nc),288,RAW,control
2574,MAH(nt),157,MAH,treated
2574,MAH(nc),157,MAH,control
2574,PSC(nt),157,PSC,treated
2574,PSC(nc),157,PSC,control
2574,GEN(nt),157,GEN,treated
2574,GEN(nc),134,GEN,control
2574,CEM(nt),93,CEM,treated
2574,CEM(nc),140,CEM,control
2575,RAW(nt),155,RAW,treated
2575,RAW(nc),290,RAW,control
2575,MAH(nt),155,MAH,treated
2575,MAH(nc),155,MAH,control
2575,PSC(nt),155,PSC,treated
2575,PSC(nc),155,PSC,control
2575,GEN(nt),155,GEN,treated
2575,GEN(nc),134,GEN,control
2575,CEM(nt),88,CEM,treated
2575,CEM(nc),150,CEM,control
2576,RAW(nt),142,RAW,treated
2576,RAW(nc),303,RAW,control
2576,MAH(nt),142,MAH,treated
2576,MAH(nc),142,MAH,control
2576,PSC(nt),142,PSC,treated
2576,PSC(nc),142,PSC,control
2576,GEN(nt),142,GEN,treated
2576,GEN(nc),145,GEN,control
2576,CEM(nt),85,CEM,treated
2576,CEM(nc),158,CEM,control
2577,RAW(nt),157,RAW,treated
2577,RAW(nc),288,RAW,control
2577,MAH(nt),157,MAH,treated
2577,MAH(nc),157,MAH,control
2577,PSC(nt),157,PSC,treated
2577,PSC(nc),157,PSC,control
2577,GEN(nt),157,GEN,treated
2577,GEN(nc),152,GEN,control
2577,CEM(nt),90,CEM,treated
2577,CEM(nc),148,CEM,control
2578,RAW(nt),153,RAW,treated
2578,RAW(nc),292,RAW,control
2578,MAH(nt),153,MAH,treated
2578,MAH(nc),153,MAH,control
2578,PSC(nt),153,PSC,treated
2578,PSC(nc),153,PSC,control
2578,GEN(nt),153,GEN,treated
2578,GEN(nc),152,GEN,control
2578,CEM(nt),88,CEM,treated
2578,CEM(nc),151,CEM,control
2579,RAW(nt),132,RAW,treated
2579,RAW(nc),313,RAW,control
2579,MAH(nt),132,MAH,treated
2579,MAH(nc),132,MAH,control
2579,PSC(nt),132,PSC,treated
2579,PSC(nc),132,PSC,control
2579,GEN(nt),132,GEN,treated
2579,GEN(nc),143,GEN,control
2579,CEM(nt),79,CEM,treated
2579,CEM(nc),166,CEM,control
2580,RAW(nt),161,RAW,treated
2580,RAW(nc),284,RAW,control
2580,MAH(nt),161,MAH,treated
2580,MAH(nc),161,MAH,control
2580,PSC(nt),161,PSC,treated
2580,PSC(nc),161,PSC,control
2580,GEN(nt),161,GEN,treated
2580,GEN(nc),146,GEN,control
2580,CEM(nt),93,CEM,treated
2580,CEM(nc),140,CEM,control
2581,RAW(nt),150,RAW,treated
2581,RAW(nc),295,RAW,control
2581,MAH(nt),150,MAH,treated
2581,MAH(nc),150,MAH,control
2581,PSC(nt),150,PSC,treated
2581,PSC(nc),150,PSC,control
2581,GEN(nt),150,GEN,treated
2581,GEN(nc),138,GEN,control
2581,CEM(nt),76,CEM,treated
2581,CEM(nc),167,CEM,control
2582,RAW(nt),157,RAW,treated
2582,RAW(nc),288,RAW,control
2582,MAH(nt),157,MAH,treated
2582,MAH(nc),157,MAH,control
2582,PSC(nt),157,PSC,treated
2582,PSC(nc),157,PSC,control
2582,GEN(nt),157,GEN,treated
2582,GEN(nc),147,GEN,control
2582,CEM(nt),89,CEM,treated
2582,CEM(nc),145,CEM,control
2583,RAW(nt),145,RAW,treated
2583,RAW(nc),300,RAW,control
2583,MAH(nt),145,MAH,treated
2583,MAH(nc),145,MAH,control
2583,PSC(nt),145,PSC,treated
2583,PSC(nc),145,PSC,control
2583,GEN(nt),145,GEN,treated
2583,GEN(nc),121,GEN,control
2583,CEM(nt),76,CEM,treated
2583,CEM(nc),173,CEM,control
2584,RAW(nt),140,RAW,treated
2584,RAW(nc),305,RAW,control
2584,MAH(nt),140,MAH,treated
2584,MAH(nc),140,MAH,control
2584,PSC(nt),140,PSC,treated
2584,PSC(nc),140,PSC,control
2584,GEN(nt),140,GEN,treated
2584,GEN(nc),126,GEN,control
2584,CEM(nt),80,CEM,treated
2584,CEM(nc),142,CEM,control
2585,RAW(nt),154,RAW,treated
2585,RAW(nc),291,RAW,control
2585,MAH(nt),154,MAH,treated
2585,MAH(nc),154,MAH,control
2585,PSC(nt),154,PSC,treated
2585,PSC(nc),154,PSC,control
2585,GEN(nt),154,GEN,treated
2585,GEN(nc),123,GEN,control
2585,CEM(nt),94,CEM,treated
2585,CEM(nc),136,CEM,control
2586,RAW(nt),167,RAW,treated
2586,RAW(nc),278,RAW,control
2586,MAH(nt),167,MAH,treated
2586,MAH(nc),167,MAH,control
2586,PSC(nt),167,PSC,treated
2586,PSC(nc),167,PSC,control
2586,GEN(nt),167,GEN,treated
2586,GEN(nc),146,GEN,control
2586,CEM(nt),102,CEM,treated
2586,CEM(nc),149,CEM,control
2587,RAW(nt),153,RAW,treated
2587,RAW(nc),292,RAW,control
2587,MAH(nt),153,MAH,treated
2587,MAH(nc),153,MAH,control
2587,PSC(nt),153,PSC,treated
2587,PSC(nc),153,PSC,control
2587,GEN(nt),153,GEN,treated
2587,GEN(nc),159,GEN,control
2587,CEM(nt),86,CEM,treated
2587,CEM(nc),167,CEM,control
2588,RAW(nt),153,RAW,treated
2588,RAW(nc),292,RAW,control
2588,MAH(nt),153,MAH,treated
2588,MAH(nc),153,MAH,control
2588,PSC(nt),153,PSC,treated
2588,PSC(nc),153,PSC,control
2588,GEN(nt),153,GEN,treated
2588,GEN(nc),146,GEN,control
2588,CEM(nt),82,CEM,treated
2588,CEM(nc),158,CEM,control
2589,RAW(nt),152,RAW,treated
2589,RAW(nc),293,RAW,control
2589,MAH(nt),152,MAH,treated
2589,MAH(nc),152,MAH,control
2589,PSC(nt),152,PSC,treated
2589,PSC(nc),152,PSC,control
2589,GEN(nt),152,GEN,treated
2589,GEN(nc),148,GEN,control
2589,CEM(nt),83,CEM,treated
2589,CEM(nc),155,CEM,control
2590,RAW(nt),170,RAW,treated
2590,RAW(nc),275,RAW,control
2590,MAH(nt),170,MAH,treated
2590,MAH(nc),170,MAH,control
2590,PSC(nt),170,PSC,treated
2590,PSC(nc),170,PSC,control
2590,GEN(nt),170,GEN,treated
2590,GEN(nc),148,GEN,control
2590,CEM(nt),103,CEM,treated
2590,CEM(nc),145,CEM,control
2591,RAW(nt),148,RAW,treated
2591,RAW(nc),297,RAW,control
2591,MAH(nt),148,MAH,treated
2591,MAH(nc),148,MAH,control
2591,PSC(nt),148,PSC,treated
2591,PSC(nc),148,PSC,control
2591,GEN(nt),148,GEN,treated
2591,GEN(nc),153,GEN,control
2591,CEM(nt),86,CEM,treated
2591,CEM(nc),146,CEM,control
2592,RAW(nt),152,RAW,treated
2592,RAW(nc),293,RAW,control
2592,MAH(nt),152,MAH,treated
2592,MAH(nc),152,MAH,control
2592,PSC(nt),152,PSC,treated
2592,PSC(nc),152,PSC,control
2592,GEN(nt),152,GEN,treated
2592,GEN(nc),142,GEN,control
2592,CEM(nt),87,CEM,treated
2592,CEM(nc),148,CEM,control
2593,RAW(nt),158,RAW,treated
2593,RAW(nc),287,RAW,control
2593,MAH(nt),158,MAH,treated
2593,MAH(nc),158,MAH,control
2593,PSC(nt),158,PSC,treated
2593,PSC(nc),158,PSC,control
2593,GEN(nt),158,GEN,treated
2593,GEN(nc),132,GEN,control
2593,CEM(nt),100,CEM,treated
2593,CEM(nc),144,CEM,control
2594,RAW(nt),162,RAW,treated
2594,RAW(nc),283,RAW,control
2594,MAH(nt),162,MAH,treated
2594,MAH(nc),162,MAH,control
2594,PSC(nt),162,PSC,treated
2594,PSC(nc),162,PSC,control
2594,GEN(nt),162,GEN,treated
2594,GEN(nc),148,GEN,control
2594,CEM(nt),90,CEM,treated
2594,CEM(nc),154,CEM,control
2595,RAW(nt),149,RAW,treated
2595,RAW(nc),296,RAW,control
2595,MAH(nt),149,MAH,treated
2595,MAH(nc),149,MAH,control
2595,PSC(nt),149,PSC,treated
2595,PSC(nc),149,PSC,control
2595,GEN(nt),149,GEN,treated
2595,GEN(nc),145,GEN,control
2595,CEM(nt),81,CEM,treated
2595,CEM(nc),155,CEM,control
2596,RAW(nt),133,RAW,treated
2596,RAW(nc),312,RAW,control
2596,MAH(nt),133,MAH,treated
2596,MAH(nc),133,MAH,control
2596,PSC(nt),133,PSC,treated
2596,PSC(nc),133,PSC,control
2596,GEN(nt),133,GEN,treated
2596,GEN(nc),142,GEN,control
2596,CEM(nt),80,CEM,treated
2596,CEM(nc),146,CEM,control
2597,RAW(nt),173,RAW,treated
2597,RAW(nc),272,RAW,control
2597,MAH(nt),173,MAH,treated
2597,MAH(nc),173,MAH,control
2597,PSC(nt),173,PSC,treated
2597,PSC(nc),173,PSC,control
2597,GEN(nt),173,GEN,treated
2597,GEN(nc),136,GEN,control
2597,CEM(nt),83,CEM,treated
2597,CEM(nc),142,CEM,control
2598,RAW(nt),160,RAW,treated
2598,RAW(nc),285,RAW,control
2598,MAH(nt),160,MAH,treated
2598,MAH(nc),160,MAH,control
2598,PSC(nt),160,PSC,treated
2598,PSC(nc),160,PSC,control
2598,GEN(nt),160,GEN,treated
2598,GEN(nc),144,GEN,control
2598,CEM(nt),86,CEM,treated
2598,CEM(nc),140,CEM,control
2599,RAW(nt),162,RAW,treated
2599,RAW(nc),283,RAW,control
2599,MAH(nt),162,MAH,treated
2599,MAH(nc),162,MAH,control
2599,PSC(nt),162,PSC,treated
2599,PSC(nc),162,PSC,control
2599,GEN(nt),162,GEN,treated
2599,GEN(nc),148,GEN,control
2599,CEM(nt),96,CEM,treated
2599,CEM(nc),134,CEM,control
2600,RAW(nt),134,RAW,treated
2600,RAW(nc),311,RAW,control
2600,MAH(nt),134,MAH,treated
2600,MAH(nc),134,MAH,control
2600,PSC(nt),134,PSC,treated
2600,PSC(nc),134,PSC,control
2600,GEN(nt),134,GEN,treated
2600,GEN(nc),146,GEN,control
2600,CEM(nt),82,CEM,treated
2600,CEM(nc),148,CEM,control
2601,RAW(nt),146,RAW,treated
2601,RAW(nc),299,RAW,control
2601,MAH(nt),146,MAH,treated
2601,MAH(nc),146,MAH,control
2601,PSC(nt),146,PSC,treated
2601,PSC(nc),146,PSC,control
2601,GEN(nt),146,GEN,treated
2601,GEN(nc),147,GEN,control
2601,CEM(nt),91,CEM,treated
2601,CEM(nc),137,CEM,control
2602,RAW(nt),166,RAW,treated
2602,RAW(nc),279,RAW,control
2602,MAH(nt),166,MAH,treated
2602,MAH(nc),166,MAH,control
2602,PSC(nt),166,PSC,treated
2602,PSC(nc),166,PSC,control
2602,GEN(nt),166,GEN,treated
2602,GEN(nc),152,GEN,control
2602,CEM(nt),88,CEM,treated
2602,CEM(nc),164,CEM,control
2603,RAW(nt),150,RAW,treated
2603,RAW(nc),295,RAW,control
2603,MAH(nt),150,MAH,treated
2603,MAH(nc),150,MAH,control
2603,PSC(nt),150,PSC,treated
2603,PSC(nc),150,PSC,control
2603,GEN(nt),150,GEN,treated
2603,GEN(nc),143,GEN,control
2603,CEM(nt),88,CEM,treated
2603,CEM(nc),158,CEM,control
2604,RAW(nt),139,RAW,treated
2604,RAW(nc),306,RAW,control
2604,MAH(nt),139,MAH,treated
2604,MAH(nc),139,MAH,control
2604,PSC(nt),139,PSC,treated
2604,PSC(nc),139,PSC,control
2604,GEN(nt),139,GEN,treated
2604,GEN(nc),151,GEN,control
2604,CEM(nt),80,CEM,treated
2604,CEM(nc),150,CEM,control
2605,RAW(nt),142,RAW,treated
2605,RAW(nc),303,RAW,control
2605,MAH(nt),142,MAH,treated
2605,MAH(nc),142,MAH,control
2605,PSC(nt),142,PSC,treated
2605,PSC(nc),142,PSC,control
2605,GEN(nt),142,GEN,treated
2605,GEN(nc),126,GEN,control
2605,CEM(nt),78,CEM,treated
2605,CEM(nc),149,CEM,control
2606,RAW(nt),149,RAW,treated
2606,RAW(nc),296,RAW,control
2606,MAH(nt),149,MAH,treated
2606,MAH(nc),149,MAH,control
2606,PSC(nt),149,PSC,treated
2606,PSC(nc),149,PSC,control
2606,GEN(nt),149,GEN,treated
2606,GEN(nc),148,GEN,control
2606,CEM(nt),82,CEM,treated
2606,CEM(nc),163,CEM,control
2607,RAW(nt),158,RAW,treated
2607,RAW(nc),287,RAW,control
2607,MAH(nt),158,MAH,treated
2607,MAH(nc),158,MAH,control
2607,PSC(nt),158,PSC,treated
2607,PSC(nc),158,PSC,control
2607,GEN(nt),158,GEN,treated
2607,GEN(nc),140,GEN,control
2607,CEM(nt),90,CEM,treated
2607,CEM(nc),155,CEM,control
2608,RAW(nt),156,RAW,treated
2608,RAW(nc),289,RAW,control
2608,MAH(nt),156,MAH,treated
2608,MAH(nc),156,MAH,control
2608,PSC(nt),156,PSC,treated
2608,PSC(nc),156,PSC,control
2608,GEN(nt),156,GEN,treated
2608,GEN(nc),147,GEN,control
2608,CEM(nt),93,CEM,treated
2608,CEM(nc),155,CEM,control
2609,RAW(nt),142,RAW,treated
2609,RAW(nc),303,RAW,control
2609,MAH(nt),142,MAH,treated
2609,MAH(nc),142,MAH,control
2609,PSC(nt),142,PSC,treated
2609,PSC(nc),142,PSC,control
2609,GEN(nt),142,GEN,treated
2609,GEN(nc),140,GEN,control
2609,CEM(nt),76,CEM,treated
2609,CEM(nc),153,CEM,control
2610,RAW(nt),161,RAW,treated
2610,RAW(nc),284,RAW,control
2610,MAH(nt),161,MAH,treated
2610,MAH(nc),161,MAH,control
2610,PSC(nt),161,PSC,treated
2610,PSC(nc),161,PSC,control
2610,GEN(nt),161,GEN,treated
2610,GEN(nc),143,GEN,control
2610,CEM(nt),86,CEM,treated
2610,CEM(nc),143,CEM,control
2611,RAW(nt),164,RAW,treated
2611,RAW(nc),281,RAW,control
2611,MAH(nt),164,MAH,treated
2611,MAH(nc),164,MAH,control
2611,PSC(nt),164,PSC,treated
2611,PSC(nc),164,PSC,control
2611,GEN(nt),164,GEN,treated
2611,GEN(nc),125,GEN,control
2611,CEM(nt),90,CEM,treated
2611,CEM(nc),144,CEM,control
2612,RAW(nt),148,RAW,treated
2612,RAW(nc),297,RAW,control
2612,MAH(nt),148,MAH,treated
2612,MAH(nc),148,MAH,control
2612,PSC(nt),148,PSC,treated
2612,PSC(nc),148,PSC,control
2612,GEN(nt),148,GEN,treated
2612,GEN(nc),152,GEN,control
2612,CEM(nt),86,CEM,treated
2612,CEM(nc),168,CEM,control
2613,RAW(nt),162,RAW,treated
2613,RAW(nc),283,RAW,control
2613,MAH(nt),162,MAH,treated
2613,MAH(nc),162,MAH,control
2613,PSC(nt),162,PSC,treated
2613,PSC(nc),162,PSC,control
2613,GEN(nt),162,GEN,treated
2613,GEN(nc),140,GEN,control
2613,CEM(nt),88,CEM,treated
2613,CEM(nc),153,CEM,control
2614,RAW(nt),146,RAW,treated
2614,RAW(nc),299,RAW,control
2614,MAH(nt),146,MAH,treated
2614,MAH(nc),146,MAH,control
2614,PSC(nt),146,PSC,treated
2614,PSC(nc),146,PSC,control
2614,GEN(nt),146,GEN,treated
2614,GEN(nc),138,GEN,control
2614,CEM(nt),77,CEM,treated
2614,CEM(nc),150,CEM,control
2615,RAW(nt),147,RAW,treated
2615,RAW(nc),298,RAW,control
2615,MAH(nt),147,MAH,treated
2615,MAH(nc),147,MAH,control
2615,PSC(nt),147,PSC,treated
2615,PSC(nc),147,PSC,control
2615,GEN(nt),147,GEN,treated
2615,GEN(nc),148,GEN,control
2615,CEM(nt),83,CEM,treated
2615,CEM(nc),158,CEM,control
2616,RAW(nt),145,RAW,treated
2616,RAW(nc),300,RAW,control
2616,MAH(nt),145,MAH,treated
2616,MAH(nc),145,MAH,control
2616,PSC(nt),145,PSC,treated
2616,PSC(nc),145,PSC,control
2616,GEN(nt),145,GEN,treated
2616,GEN(nc),142,GEN,control
2616,CEM(nt),84,CEM,treated
2616,CEM(nc),154,CEM,control
2617,RAW(nt),166,RAW,treated
2617,RAW(nc),279,RAW,control
2617,MAH(nt),166,MAH,treated
2617,MAH(nc),166,MAH,control
2617,PSC(nt),166,PSC,treated
2617,PSC(nc),166,PSC,control
2617,GEN(nt),166,GEN,treated
2617,GEN(nc),133,GEN,control
2617,CEM(nt),97,CEM,treated
2617,CEM(nc),127,CEM,control
2618,RAW(nt),140,RAW,treated
2618,RAW(nc),305,RAW,control
2618,MAH(nt),140,MAH,treated
2618,MAH(nc),140,MAH,control
2618,PSC(nt),140,PSC,treated
2618,PSC(nc),140,PSC,control
2618,GEN(nt),140,GEN,treated
2618,GEN(nc),146,GEN,control
2618,CEM(nt),82,CEM,treated
2618,CEM(nc),141,CEM,control
2619,RAW(nt),165,RAW,treated
2619,RAW(nc),280,RAW,control
2619,MAH(nt),165,MAH,treated
2619,MAH(nc),165,MAH,control
2619,PSC(nt),165,PSC,treated
2619,PSC(nc),165,PSC,control
2619,GEN(nt),165,GEN,treated
2619,GEN(nc),157,GEN,control
2619,CEM(nt),90,CEM,treated
2619,CEM(nc),143,CEM,control
2620,RAW(nt),158,RAW,treated
2620,RAW(nc),287,RAW,control
2620,MAH(nt),158,MAH,treated
2620,MAH(nc),158,MAH,control
2620,PSC(nt),158,PSC,treated
2620,PSC(nc),158,PSC,control
2620,GEN(nt),158,GEN,treated
2620,GEN(nc),146,GEN,control
2620,CEM(nt),93,CEM,treated
2620,CEM(nc),164,CEM,control
2621,RAW(nt),163,RAW,treated
2621,RAW(nc),282,RAW,control
2621,MAH(nt),163,MAH,treated
2621,MAH(nc),163,MAH,control
2621,PSC(nt),163,PSC,treated
2621,PSC(nc),163,PSC,control
2621,GEN(nt),163,GEN,treated
2621,GEN(nc),152,GEN,control
2621,CEM(nt),96,CEM,treated
2621,CEM(nc),157,CEM,control
2622,RAW(nt),144,RAW,treated
2622,RAW(nc),301,RAW,control
2622,MAH(nt),144,MAH,treated
2622,MAH(nc),144,MAH,control
2622,PSC(nt),144,PSC,treated
2622,PSC(nc),144,PSC,control
2622,GEN(nt),144,GEN,treated
2622,GEN(nc),138,GEN,control
2622,CEM(nt),84,CEM,treated
2622,CEM(nc),140,CEM,control
2623,RAW(nt),153,RAW,treated
2623,RAW(nc),292,RAW,control
2623,MAH(nt),153,MAH,treated
2623,MAH(nc),153,MAH,control
2623,PSC(nt),153,PSC,treated
2623,PSC(nc),153,PSC,control
2623,GEN(nt),153,GEN,treated
2623,GEN(nc),145,GEN,control
2623,CEM(nt),91,CEM,treated
2623,CEM(nc),148,CEM,control
2624,RAW(nt),140,RAW,treated
2624,RAW(nc),305,RAW,control
2624,MAH(nt),140,MAH,treated
2624,MAH(nc),140,MAH,control
2624,PSC(nt),140,PSC,treated
2624,PSC(nc),140,PSC,control
2624,GEN(nt),140,GEN,treated
2624,GEN(nc),131,GEN,control
2624,CEM(nt),85,CEM,treated
2624,CEM(nc),135,CEM,control
2625,RAW(nt),138,RAW,treated
2625,RAW(nc),307,RAW,control
2625,MAH(nt),138,MAH,treated
2625,MAH(nc),138,MAH,control
2625,PSC(nt),138,PSC,treated
2625,PSC(nc),138,PSC,control
2625,GEN(nt),138,GEN,treated
2625,GEN(nc),141,GEN,control
2625,CEM(nt),75,CEM,treated
2625,CEM(nc),174,CEM,control
2626,RAW(nt),135,RAW,treated
2626,RAW(nc),310,RAW,control
2626,MAH(nt),135,MAH,treated
2626,MAH(nc),135,MAH,control
2626,PSC(nt),135,PSC,treated
2626,PSC(nc),135,PSC,control
2626,GEN(nt),135,GEN,treated
2626,GEN(nc),145,GEN,control
2626,CEM(nt),89,CEM,treated
2626,CEM(nc),152,CEM,control
2627,RAW(nt),142,RAW,treated
2627,RAW(nc),303,RAW,control
2627,MAH(nt),142,MAH,treated
2627,MAH(nc),142,MAH,control
2627,PSC(nt),142,PSC,treated
2627,PSC(nc),142,PSC,control
2627,GEN(nt),142,GEN,treated
2627,GEN(nc),143,GEN,control
2627,CEM(nt),82,CEM,treated
2627,CEM(nc),143,CEM,control
2628,RAW(nt),157,RAW,treated
2628,RAW(nc),288,RAW,control
2628,MAH(nt),157,MAH,treated
2628,MAH(nc),157,MAH,control
2628,PSC(nt),157,PSC,treated
2628,PSC(nc),157,PSC,control
2628,GEN(nt),157,GEN,treated
2628,GEN(nc),148,GEN,control
2628,CEM(nt),88,CEM,treated
2628,CEM(nc),145,CEM,control
2629,RAW(nt),141,RAW,treated
2629,RAW(nc),304,RAW,control
2629,MAH(nt),141,MAH,treated
2629,MAH(nc),141,MAH,control
2629,PSC(nt),141,PSC,treated
2629,PSC(nc),141,PSC,control
2629,GEN(nt),141,GEN,treated
2629,GEN(nc),140,GEN,control
2629,CEM(nt),83,CEM,treated
2629,CEM(nc),144,CEM,control
2630,RAW(nt),162,RAW,treated
2630,RAW(nc),283,RAW,control
2630,MAH(nt),162,MAH,treated
2630,MAH(nc),162,MAH,control
2630,PSC(nt),162,PSC,treated
2630,PSC(nc),162,PSC,control
2630,GEN(nt),162,GEN,treated
2630,GEN(nc),153,GEN,control
2630,CEM(nt),93,CEM,treated
2630,CEM(nc),137,CEM,control
2631,RAW(nt),164,RAW,treated
2631,RAW(nc),281,RAW,control
2631,MAH(nt),164,MAH,treated
2631,MAH(nc),164,MAH,control
2631,PSC(nt),164,PSC,treated
2631,PSC(nc),164,PSC,control
2631,GEN(nt),164,GEN,treated
2631,GEN(nc),141,GEN,control
2631,CEM(nt),89,CEM,treated
2631,CEM(nc),145,CEM,control
2632,RAW(nt),162,RAW,treated
2632,RAW(nc),283,RAW,control
2632,MAH(nt),162,MAH,treated
2632,MAH(nc),162,MAH,control
2632,PSC(nt),162,PSC,treated
2632,PSC(nc),162,PSC,control
2632,GEN(nt),162,GEN,treated
2632,GEN(nc),157,GEN,control
2632,CEM(nt),92,CEM,treated
2632,CEM(nc),154,CEM,control
2633,RAW(nt),136,RAW,treated
2633,RAW(nc),309,RAW,control
2633,MAH(nt),136,MAH,treated
2633,MAH(nc),136,MAH,control
2633,PSC(nt),136,PSC,treated
2633,PSC(nc),136,PSC,control
2633,GEN(nt),136,GEN,treated
2633,GEN(nc),126,GEN,control
2633,CEM(nt),77,CEM,treated
2633,CEM(nc),170,CEM,control
2634,RAW(nt),138,RAW,treated
2634,RAW(nc),307,RAW,control
2634,MAH(nt),138,MAH,treated
2634,MAH(nc),138,MAH,control
2634,PSC(nt),138,PSC,treated
2634,PSC(nc),138,PSC,control
2634,GEN(nt),138,GEN,treated
2634,GEN(nc),140,GEN,control
2634,CEM(nt),88,CEM,treated
2634,CEM(nc),151,CEM,control
2635,RAW(nt),153,RAW,treated
2635,RAW(nc),292,RAW,control
2635,MAH(nt),153,MAH,treated
2635,MAH(nc),153,MAH,control
2635,PSC(nt),153,PSC,treated
2635,PSC(nc),153,PSC,control
2635,GEN(nt),153,GEN,treated
2635,GEN(nc),151,GEN,control
2635,CEM(nt),85,CEM,treated
2635,CEM(nc),159,CEM,control
2636,RAW(nt),171,RAW,treated
2636,RAW(nc),274,RAW,control
2636,MAH(nt),171,MAH,treated
2636,MAH(nc),171,MAH,control
2636,PSC(nt),171,PSC,treated
2636,PSC(nc),171,PSC,control
2636,GEN(nt),171,GEN,treated
2636,GEN(nc),155,GEN,control
2636,CEM(nt),96,CEM,treated
2636,CEM(nc),143,CEM,control
2637,RAW(nt),174,RAW,treated
2637,RAW(nc),271,RAW,control
2637,MAH(nt),174,MAH,treated
2637,MAH(nc),174,MAH,control
2637,PSC(nt),174,PSC,treated
2637,PSC(nc),174,PSC,control
2637,GEN(nt),174,GEN,treated
2637,GEN(nc),147,GEN,control
2637,CEM(nt),98,CEM,treated
2637,CEM(nc),139,CEM,control
2638,RAW(nt),150,RAW,treated
2638,RAW(nc),295,RAW,control
2638,MAH(nt),150,MAH,treated
2638,MAH(nc),150,MAH,control
2638,PSC(nt),150,PSC,treated
2638,PSC(nc),150,PSC,control
2638,GEN(nt),150,GEN,treated
2638,GEN(nc),144,GEN,control
2638,CEM(nt),95,CEM,treated
2638,CEM(nc),151,CEM,control
2639,RAW(nt),142,RAW,treated
2639,RAW(nc),303,RAW,control
2639,MAH(nt),142,MAH,treated
2639,MAH(nc),142,MAH,control
2639,PSC(nt),142,PSC,treated
2639,PSC(nc),142,PSC,control
2639,GEN(nt),142,GEN,treated
2639,GEN(nc),139,GEN,control
2639,CEM(nt),84,CEM,treated
2639,CEM(nc),159,CEM,control
2640,RAW(nt),134,RAW,treated
2640,RAW(nc),311,RAW,control
2640,MAH(nt),134,MAH,treated
2640,MAH(nc),134,MAH,control
2640,PSC(nt),134,PSC,treated
2640,PSC(nc),134,PSC,control
2640,GEN(nt),134,GEN,treated
2640,GEN(nc),127,GEN,control
2640,CEM(nt),73,CEM,treated
2640,CEM(nc),149,CEM,control
2641,RAW(nt),152,RAW,treated
2641,RAW(nc),293,RAW,control
2641,MAH(nt),152,MAH,treated
2641,MAH(nc),152,MAH,control
2641,PSC(nt),152,PSC,treated
2641,PSC(nc),152,PSC,control
2641,GEN(nt),152,GEN,treated
2641,GEN(nc),135,GEN,control
2641,CEM(nt),86,CEM,treated
2641,CEM(nc),156,CEM,control
2642,RAW(nt),156,RAW,treated
2642,RAW(nc),289,RAW,control
2642,MAH(nt),156,MAH,treated
2642,MAH(nc),156,MAH,control
2642,PSC(nt),156,PSC,treated
2642,PSC(nc),156,PSC,control
2642,GEN(nt),156,GEN,treated
2642,GEN(nc),151,GEN,control
2642,CEM(nt),88,CEM,treated
2642,CEM(nc),147,CEM,control
2643,RAW(nt),151,RAW,treated
2643,RAW(nc),294,RAW,control
2643,MAH(nt),151,MAH,treated
2643,MAH(nc),151,MAH,control
2643,PSC(nt),151,PSC,treated
2643,PSC(nc),151,PSC,control
