sim,key,n,method,group
3845,CEM(nt),88,CEM,treated
3845,CEM(nc),145,CEM,control
3846,RAW(nt),177,RAW,treated
3846,RAW(nc),268,RAW,control
3846,MAH(nt),177,MAH,treated
3846,MAH(nc),177,MAH,control
3846,PSC(nt),177,PSC,treated
3846,PSC(nc),177,PSC,control
3846,GEN(nt),177,GEN,treated
3846,GEN(nc),161,GEN,control
3846,CEM(nt),101,CEM,treated
3846,CEM(nc),151,CEM,control
3847,RAW(nt),165,RAW,treated
3847,RAW(nc),280,RAW,control
3847,MAH(nt),165,MAH,treated
3847,MAH(nc),165,MAH,control
3847,PSC(nt),165,PSC,treated
3847,PSC(nc),165,PSC,control
3847,GEN(nt),165,GEN,treated
3847,GEN(nc),137,GEN,control
3847,CEM(nt),100,CEM,treated
3847,CEM(nc),154,CEM,control
3848,RAW(nt),153,RAW,treated
3848,RAW(nc),292,RAW,control
3848,MAH(nt),153,MAH,treated
3848,MAH(nc),153,MAH,control
3848,PSC(nt),153,PSC,treated
3848,PSC(nc),153,PSC,control
3848,GEN(nt),153,GEN,treated
3848,GEN(nc),154,GEN,control
3848,CEM(nt),89,CEM,treated
3848,CEM(nc),167,CEM,control
3849,RAW(nt),149,RAW,treated
3849,RAW(nc),296,RAW,control
3849,MAH(nt),149,MAH,treated
3849,MAH(nc),149,MAH,control
3849,PSC(nt),149,PSC,treated
3849,PSC(nc),149,PSC,control
3849,GEN(nt),149,GEN,treated
3849,GEN(nc),149,GEN,control
3849,CEM(nt),86,CEM,treated
3849,CEM(nc),140,CEM,control
3850,RAW(nt),152,RAW,treated
3850,RAW(nc),293,RAW,control
3850,MAH(nt),152,MAH,treated
3850,MAH(nc),152,MAH,control
3850,PSC(nt),152,PSC,treated
3850,PSC(nc),152,PSC,control
3850,GEN(nt),152,GEN,treated
3850,GEN(nc),138,GEN,control
3850,CEM(nt),97,CEM,treated
3850,CEM(nc),149,CEM,control
3851,RAW(nt),144,RAW,treated
3851,RAW(nc),301,RAW,control
3851,MAH(nt),144,MAH,treated
3851,MAH(nc),144,MAH,control
3851,PSC(nt),144,PSC,treated
3851,PSC(nc),144,PSC,control
3851,GEN(nt),144,GEN,treated
3851,GEN(nc),141,GEN,control
3851,CEM(nt),79,CEM,treated
3851,CEM(nc),150,CEM,control
3852,RAW(nt),158,RAW,treated
3852,RAW(nc),287,RAW,control
3852,MAH(nt),158,MAH,treated
3852,MAH(nc),158,MAH,control
3852,PSC(nt),158,PSC,treated
3852,PSC(nc),158,PSC,control
3852,GEN(nt),158,GEN,treated
3852,GEN(nc),146,GEN,control
3852,CEM(nt),95,CEM,treated
3852,CEM(nc),156,CEM,control
3853,RAW(nt),141,RAW,treated
3853,RAW(nc),304,RAW,control
3853,MAH(nt),141,MAH,treated
3853,MAH(nc),141,MAH,control
3853,PSC(nt),141,PSC,treated
3853,PSC(nc),141,PSC,control
3853,GEN(nt),141,GEN,treated
3853,GEN(nc),144,GEN,control
3853,CEM(nt),81,CEM,treated
3853,CEM(nc),155,CEM,control
3854,RAW(nt),172,RAW,treated
3854,RAW(nc),273,RAW,control
3854,MAH(nt),172,MAH,treated
3854,MAH(nc),172,MAH,control
3854,PSC(nt),172,PSC,treated
3854,PSC(nc),172,PSC,control
3854,GEN(nt),172,GEN,treated
3854,GEN(nc),142,GEN,control
3854,CEM(nt),96,CEM,treated
3854,CEM(nc),127,CEM,control
3855,RAW(nt),136,RAW,treated
3855,RAW(nc),309,RAW,control
3855,MAH(nt),136,MAH,treated
3855,MAH(nc),136,MAH,control
3855,PSC(nt),136,PSC,treated
3855,PSC(nc),136,PSC,control
3855,GEN(nt),136,GEN,treated
3855,GEN(nc),141,GEN,control
3855,CEM(nt),81,CEM,treated
3855,CEM(nc),171,CEM,control
3856,RAW(nt),146,RAW,treated
3856,RAW(nc),299,RAW,control
3856,MAH(nt),146,MAH,treated
3856,MAH(nc),146,MAH,control
3856,PSC(nt),146,PSC,treated
3856,PSC(nc),146,PSC,control
3856,GEN(nt),146,GEN,treated
3856,GEN(nc),138,GEN,control
3856,CEM(nt),93,CEM,treated
3856,CEM(nc),148,CEM,control
3857,RAW(nt),158,RAW,treated
3857,RAW(nc),287,RAW,control
3857,MAH(nt),158,MAH,treated
3857,MAH(nc),158,MAH,control
3857,PSC(nt),158,PSC,treated
3857,PSC(nc),158,PSC,control
3857,GEN(nt),158,GEN,treated
3857,GEN(nc),139,GEN,control
3857,CEM(nt),87,CEM,treated
3857,CEM(nc),149,CEM,control
3858,RAW(nt),147,RAW,treated
3858,RAW(nc),298,RAW,control
3858,MAH(nt),147,MAH,treated
3858,MAH(nc),147,MAH,control
3858,PSC(nt),147,PSC,treated
3858,PSC(nc),147,PSC,control
3858,GEN(nt),147,GEN,treated
3858,GEN(nc),150,GEN,control
3858,CEM(nt),78,CEM,treated
3858,CEM(nc),173,CEM,control
3859,RAW(nt),134,RAW,treated
3859,RAW(nc),311,RAW,control
3859,MAH(nt),134,MAH,treated
3859,MAH(nc),134,MAH,control
3859,PSC(nt),134,PSC,treated
3859,PSC(nc),134,PSC,control
3859,GEN(nt),134,GEN,treated
3859,GEN(nc),127,GEN,control
3859,CEM(nt),82,CEM,treated
3859,CEM(nc),146,CEM,control
3860,RAW(nt),153,RAW,treated
3860,RAW(nc),292,RAW,control
3860,MAH(nt),153,MAH,treated
3860,MAH(nc),153,MAH,control
3860,PSC(nt),153,PSC,treated
3860,PSC(nc),153,PSC,control
3860,GEN(nt),153,GEN,treated
3860,GEN(nc),141,GEN,control
3860,CEM(nt),85,CEM,treated
3860,CEM(nc),145,CEM,control
3861,RAW(nt),155,RAW,treated
3861,RAW(nc),290,RAW,control
3861,MAH(nt),155,MAH,treated
3861,MAH(nc),155,MAH,control
3861,PSC(nt),155,PSC,treated
3861,PSC(nc),155,PSC,control
3861,GEN(nt),155,GEN,treated
3861,GEN(nc),155,GEN,control
3861,CEM(nt),77,CEM,treated
3861,CEM(nc),160,CEM,control
3862,RAW(nt),170,RAW,treated
3862,RAW(nc),275,RAW,control
3862,MAH(nt),170,MAH,treated
3862,MAH(nc),170,MAH,control
3862,PSC(nt),170,PSC,treated
3862,PSC(nc),170,PSC,control
3862,GEN(nt),170,GEN,treated
3862,GEN(nc),153,GEN,control
3862,CEM(nt),101,CEM,treated
3862,CEM(nc),142,CEM,control
3863,RAW(nt),138,RAW,treated
3863,RAW(nc),307,RAW,control
3863,MAH(nt),138,MAH,treated
3863,MAH(nc),138,MAH,control
3863,PSC(nt),138,PSC,treated
3863,PSC(nc),138,PSC,control
3863,GEN(nt),138,GEN,treated
3863,GEN(nc),145,GEN,control
3863,CEM(nt),75,CEM,treated
3863,CEM(nc),153,CEM,control
3864,RAW(nt),157,RAW,treated
3864,RAW(nc),288,RAW,control
3864,MAH(nt),157,MAH,treated
3864,MAH(nc),157,MAH,control
3864,PSC(nt),157,PSC,treated
3864,PSC(nc),157,PSC,control
3864,GEN(nt),157,GEN,treated
3864,GEN(nc),147,GEN,control
3864,CEM(nt),93,CEM,treated
3864,CEM(nc),158,CEM,control
3865,RAW(nt),148,RAW,treated
3865,RAW(nc),297,RAW,control
3865,MAH(nt),148,MAH,treated
3865,MAH(nc),148,MAH,control
3865,PSC(nt),148,PSC,treated
3865,PSC(nc),148,PSC,control
3865,GEN(nt),148,GEN,treated
3865,GEN(nc),142,GEN,control
3865,CEM(nt),72,CEM,treated
3865,CEM(nc),156,CEM,control
3866,RAW(nt),147,RAW,treated
3866,RAW(nc),298,RAW,control
3866,MAH(nt),147,MAH,treated
3866,MAH(nc),147,MAH,control
3866,PSC(nt),147,PSC,treated
3866,PSC(nc),147,PSC,control
3866,GEN(nt),147,GEN,treated
3866,GEN(nc),144,GEN,control
3866,CEM(nt),83,CEM,treated
3866,CEM(nc),155,CEM,control
3867,RAW(nt),163,RAW,treated
3867,RAW(nc),282,RAW,control
3867,MAH(nt),163,MAH,treated
3867,MAH(nc),163,MAH,control
3867,PSC(nt),163,PSC,treated
3867,PSC(nc),163,PSC,control
3867,GEN(nt),163,GEN,treated
3867,GEN(nc),161,GEN,control
3867,CEM(nt),90,CEM,treated
3867,CEM(nc),148,CEM,control
3868,RAW(nt),154,RAW,treated
3868,RAW(nc),291,RAW,control
3868,MAH(nt),154,MAH,treated
3868,MAH(nc),154,MAH,control
3868,PSC(nt),154,PSC,treated
3868,PSC(nc),154,PSC,control
3868,GEN(nt),154,GEN,treated
3868,GEN(nc),144,GEN,control
3868,CEM(nt),85,CEM,treated
3868,CEM(nc),155,CEM,control
3869,RAW(nt),150,RAW,treated
3869,RAW(nc),295,RAW,control
3869,MAH(nt),150,MAH,treated
3869,MAH(nc),150,MAH,control
3869,PSC(nt),150,PSC,treated
3869,PSC(nc),150,PSC,control
3869,GEN(nt),150,GEN,treated
3869,GEN(nc),141,GEN,control
3869,CEM(nt),87,CEM,treated
3869,CEM(nc),157,CEM,control
3870,RAW(nt),153,RAW,treated
3870,RAW(nc),292,RAW,control
3870,MAH(nt),153,MAH,treated
3870,MAH(nc),153,MAH,control
3870,PSC(nt),153,PSC,treated
3870,PSC(nc),153,PSC,control
3870,GEN(nt),153,GEN,treated
3870,GEN(nc),142,GEN,control
3870,CEM(nt),86,CEM,treated
3870,CEM(nc),141,CEM,control
3871,RAW(nt),158,RAW,treated
3871,RAW(nc),287,RAW,control
3871,MAH(nt),158,MAH,treated
3871,MAH(nc),158,MAH,control
3871,PSC(nt),158,PSC,treated
3871,PSC(nc),158,PSC,control
3871,GEN(nt),158,GEN,treated
3871,GEN(nc),143,GEN,control
3871,CEM(nt),97,CEM,treated
3871,CEM(nc),148,CEM,control
3872,RAW(nt),149,RAW,treated
3872,RAW(nc),296,RAW,control
3872,MAH(nt),149,MAH,treated
3872,MAH(nc),149,MAH,control
3872,PSC(nt),149,PSC,treated
3872,PSC(nc),149,PSC,control
3872,GEN(nt),149,GEN,treated
3872,GEN(nc),132,GEN,control
3872,CEM(nt),80,CEM,treated
3872,CEM(nc),141,CEM,control
3873,RAW(nt),158,RAW,treated
3873,RAW(nc),287,RAW,control
3873,MAH(nt),158,MAH,treated
3873,MAH(nc),158,MAH,control
3873,PSC(nt),158,PSC,treated
3873,PSC(nc),158,PSC,control
3873,GEN(nt),158,GEN,treated
3873,GEN(nc),135,GEN,control
3873,CEM(nt),98,CEM,treated
3873,CEM(nc),140,CEM,control
3874,RAW(nt),158,RAW,treated
3874,RAW(nc),287,RAW,control
3874,MAH(nt),158,MAH,treated
3874,MAH(nc),158,MAH,control
3874,PSC(nt),158,PSC,treated
3874,PSC(nc),158,PSC,control
3874,GEN(nt),158,GEN,treated
3874,GEN(nc),153,GEN,control
3874,CEM(nt),94,CEM,treated
3874,CEM(nc),154,CEM,control
3875,RAW(nt),140,RAW,treated
3875,RAW(nc),305,RAW,control
3875,MAH(nt),140,MAH,treated
3875,MAH(nc),140,MAH,control
3875,PSC(nt),140,PSC,treated
3875,PSC(nc),140,PSC,control
3875,GEN(nt),140,GEN,treated
3875,GEN(nc),145,GEN,control
3875,CEM(nt),75,CEM,treated
3875,CEM(nc),164,CEM,control
3876,RAW(nt),157,RAW,treated
3876,RAW(nc),288,RAW,control
3876,MAH(nt),157,MAH,treated
3876,MAH(nc),157,MAH,control
3876,PSC(nt),157,PSC,treated
3876,PSC(nc),157,PSC,control
3876,GEN(nt),157,GEN,treated
3876,GEN(nc),153,GEN,control
3876,CEM(nt),97,CEM,treated
3876,CEM(nc),144,CEM,control
3877,RAW(nt),154,RAW,treated
3877,RAW(nc),291,RAW,control
3877,MAH(nt),154,MAH,treated
3877,MAH(nc),154,MAH,control
3877,PSC(nt),154,PSC,treated
3877,PSC(nc),154,PSC,control
3877,GEN(nt),154,GEN,treated
3877,GEN(nc),154,GEN,control
3877,CEM(nt),83,CEM,treated
3877,CEM(nc),171,CEM,control
3878,RAW(nt),161,RAW,treated
3878,RAW(nc),284,RAW,control
3878,MAH(nt),161,MAH,treated
3878,MAH(nc),161,MAH,control
3878,PSC(nt),161,PSC,treated
3878,PSC(nc),161,PSC,control
3878,GEN(nt),161,GEN,treated
3878,GEN(nc),150,GEN,control
3878,CEM(nt),91,CEM,treated
3878,CEM(nc),149,CEM,control
3879,RAW(nt),160,RAW,treated
3879,RAW(nc),285,RAW,control
3879,MAH(nt),160,MAH,treated
3879,MAH(nc),160,MAH,control
3879,PSC(nt),160,PSC,treated
3879,PSC(nc),160,PSC,control
3879,GEN(nt),160,GEN,treated
3879,GEN(nc),137,GEN,control
3879,CEM(nt),82,CEM,treated
3879,CEM(nc),151,CEM,control
3880,RAW(nt),142,RAW,treated
3880,RAW(nc),303,RAW,control
3880,MAH(nt),142,MAH,treated
3880,MAH(nc),142,MAH,control
3880,PSC(nt),142,PSC,treated
3880,PSC(nc),142,PSC,control
3880,GEN(nt),142,GEN,treated
3880,GEN(nc),136,GEN,control
3880,CEM(nt),86,CEM,treated
3880,CEM(nc),143,CEM,control
3881,RAW(nt),129,RAW,treated
3881,RAW(nc),316,RAW,control
3881,MAH(nt),129,MAH,treated
3881,MAH(nc),129,MAH,control
3881,PSC(nt),129,PSC,treated
3881,PSC(nc),129,PSC,control
3881,GEN(nt),129,GEN,treated
3881,GEN(nc),132,GEN,control
3881,CEM(nt),77,CEM,treated
3881,CEM(nc),172,CEM,control
3882,RAW(nt),143,RAW,treated
3882,RAW(nc),302,RAW,control
3882,MAH(nt),143,MAH,treated
3882,MAH(nc),143,MAH,control
3882,PSC(nt),143,PSC,treated
3882,PSC(nc),143,PSC,control
3882,GEN(nt),143,GEN,treated
3882,GEN(nc),136,GEN,control
3882,CEM(nt),84,CEM,treated
3882,CEM(nc),134,CEM,control
3883,RAW(nt),155,RAW,treated
3883,RAW(nc),290,RAW,control
3883,MAH(nt),155,MAH,treated
3883,MAH(nc),155,MAH,control
3883,PSC(nt),155,PSC,treated
3883,PSC(nc),155,PSC,control
3883,GEN(nt),155,GEN,treated
3883,GEN(nc),146,GEN,control
3883,CEM(nt),98,CEM,treated
3883,CEM(nc),151,CEM,control
3884,RAW(nt),141,RAW,treated
3884,RAW(nc),304,RAW,control
3884,MAH(nt),141,MAH,treated
3884,MAH(nc),141,MAH,control
3884,PSC(nt),141,PSC,treated
3884,PSC(nc),141,PSC,control
3884,GEN(nt),141,GEN,treated
3884,GEN(nc),127,GEN,control
3884,CEM(nt),84,CEM,treated
3884,CEM(nc),162,CEM,control
3885,RAW(nt),160,RAW,treated
3885,RAW(nc),285,RAW,control
3885,MAH(nt),160,MAH,treated
3885,MAH(nc),160,MAH,control
3885,PSC(nt),160,PSC,treated
3885,PSC(nc),160,PSC,control
3885,GEN(nt),160,GEN,treated
3885,GEN(nc),150,GEN,control
3885,CEM(nt),95,CEM,treated
3885,CEM(nc),154,CEM,control
3886,RAW(nt),155,RAW,treated
3886,RAW(nc),290,RAW,control
3886,MAH(nt),155,MAH,treated
3886,MAH(nc),155,MAH,control
3886,PSC(nt),155,PSC,treated
3886,PSC(nc),155,PSC,control
3886,GEN(nt),155,GEN,treated
3886,GEN(nc),151,GEN,control
3886,CEM(nt),94,CEM,treated
3886,CEM(nc),162,CEM,control
3887,RAW(nt),146,RAW,treated
3887,RAW(nc),299,RAW,control
3887,MAH(nt),146,MAH,treated
3887,MAH(nc),146,MAH,control
3887,PSC(nt),146,PSC,treated
3887,PSC(nc),146,PSC,control
3887,GEN(nt),146,GEN,treated
3887,GEN(nc),131,GEN,control
3887,CEM(nt),80,CEM,treated
3887,CEM(nc),161,CEM,control
3888,RAW(nt),152,RAW,treated
3888,RAW(nc),293,RAW,control
3888,MAH(nt),152,MAH,treated
3888,MAH(nc),152,MAH,control
3888,PSC(nt),152,PSC,treated
3888,PSC(nc),152,PSC,control
3888,GEN(nt),152,GEN,treated
3888,GEN(nc),142,GEN,control
3888,CEM(nt),85,CEM,treated
3888,CEM(nc),155,CEM,control
3889,RAW(nt),150,RAW,treated
3889,RAW(nc),295,RAW,control
3889,MAH(nt),150,MAH,treated
3889,MAH(nc),150,MAH,control
3889,PSC(nt),150,PSC,treated
3889,PSC(nc),150,PSC,control
3889,GEN(nt),150,GEN,treated
3889,GEN(nc),129,GEN,control
3889,CEM(nt),84,CEM,treated
3889,CEM(nc),135,CEM,control
3890,RAW(nt),153,RAW,treated
3890,RAW(nc),292,RAW,control
3890,MAH(nt),153,MAH,treated
3890,MAH(nc),153,MAH,control
3890,PSC(nt),153,PSC,treated
3890,PSC(nc),153,PSC,control
3890,GEN(nt),153,GEN,treated
3890,GEN(nc),139,GEN,control
3890,CEM(nt),87,CEM,treated
3890,CEM(nc),161,CEM,control
3891,RAW(nt),149,RAW,treated
3891,RAW(nc),296,RAW,control
3891,MAH(nt),149,MAH,treated
3891,MAH(nc),149,MAH,control
3891,PSC(nt),149,PSC,treated
3891,PSC(nc),149,PSC,control
3891,GEN(nt),149,GEN,treated
3891,GEN(nc),153,GEN,control
3891,CEM(nt),82,CEM,treated
3891,CEM(nc),161,CEM,control
3892,RAW(nt),150,RAW,treated
3892,RAW(nc),295,RAW,control
3892,MAH(nt),150,MAH,treated
3892,MAH(nc),150,MAH,control
3892,PSC(nt),150,PSC,treated
3892,PSC(nc),150,PSC,control
3892,GEN(nt),150,GEN,treated
3892,GEN(nc),144,GEN,control
3892,CEM(nt),89,CEM,treated
3892,CEM(nc),155,CEM,control
3893,RAW(nt),149,RAW,treated
3893,RAW(nc),296,RAW,control
3893,MAH(nt),149,MAH,treated
3893,MAH(nc),149,MAH,control
3893,PSC(nt),149,PSC,treated
3893,PSC(nc),149,PSC,control
3893,GEN(nt),149,GEN,treated
3893,GEN(nc),145,GEN,control
3893,CEM(nt),90,CEM,treated
3893,CEM(nc),146,CEM,control
3894,RAW(nt),159,RAW,treated
3894,RAW(nc),286,RAW,control
3894,MAH(nt),159,MAH,treated
3894,MAH(nc),159,MAH,control
3894,PSC(nt),159,PSC,treated
3894,PSC(nc),159,PSC,control
3894,GEN(nt),159,GEN,treated
3894,GEN(nc),137,GEN,control
3894,CEM(nt),96,CEM,treated
3894,CEM(nc),161,CEM,control
3895,RAW(nt),144,RAW,treated
3895,RAW(nc),301,RAW,control
3895,MAH(nt),144,MAH,treated
3895,MAH(nc),144,MAH,control
3895,PSC(nt),144,PSC,treated
3895,PSC(nc),144,PSC,control
3895,GEN(nt),144,GEN,treated
3895,GEN(nc),143,GEN,control
3895,CEM(nt),85,CEM,treated
3895,CEM(nc),145,CEM,control
3896,RAW(nt),151,RAW,treated
3896,RAW(nc),294,RAW,control
3896,MAH(nt),151,MAH,treated
3896,MAH(nc),151,MAH,control
3896,PSC(nt),151,PSC,treated
3896,PSC(nc),151,PSC,control
3896,GEN(nt),151,GEN,treated
3896,GEN(nc),137,GEN,control
3896,CEM(nt),90,CEM,treated
3896,CEM(nc),159,CEM,control
3897,RAW(nt),157,RAW,treated
3897,RAW(nc),288,RAW,control
3897,MAH(nt),157,MAH,treated
3897,MAH(nc),157,MAH,control
3897,PSC(nt),157,PSC,treated
3897,PSC(nc),157,PSC,control
3897,GEN(nt),157,GEN,treated
3897,GEN(nc),142,GEN,control
3897,CEM(nt),88,CEM,treated
3897,CEM(nc),162,CEM,control
3898,RAW(nt),144,RAW,treated
3898,RAW(nc),301,RAW,control
3898,MAH(nt),144,MAH,treated
3898,MAH(nc),144,MAH,control
3898,PSC(nt),144,PSC,treated
3898,PSC(nc),144,PSC,control
3898,GEN(nt),144,GEN,treated
3898,GEN(nc),141,GEN,control
3898,CEM(nt),88,CEM,treated
3898,CEM(nc),156,CEM,control
3899,RAW(nt),159,RAW,treated
3899,RAW(nc),286,RAW,control
3899,MAH(nt),159,MAH,treated
3899,MAH(nc),159,MAH,control
3899,PSC(nt),159,PSC,treated
3899,PSC(nc),159,PSC,control
3899,GEN(nt),159,GEN,treated
3899,GEN(nc),147,GEN,control
3899,CEM(nt),92,CEM,treated
3899,CEM(nc),151,CEM,control
3900,RAW(nt),156,RAW,treated
3900,RAW(nc),289,RAW,control
3900,MAH(nt),156,MAH,treated
3900,MAH(nc),156,MAH,control
3900,PSC(nt),156,PSC,treated
3900,PSC(nc),156,PSC,control
3900,GEN(nt),156,GEN,treated
3900,GEN(nc),149,GEN,control
3900,CEM(nt),88,CEM,treated
3900,CEM(nc),170,CEM,control
3901,RAW(nt),155,RAW,treated
3901,RAW(nc),290,RAW,control
3901,MAH(nt),155,MAH,treated
3901,MAH(nc),155,MAH,control
3901,PSC(nt),155,PSC,treated
3901,PSC(nc),155,PSC,control
3901,GEN(nt),155,GEN,treated
3901,GEN(nc),133,GEN,control
3901,CEM(nt),88,CEM,treated
3901,CEM(nc),154,CEM,control
3902,RAW(nt),150,RAW,treated
3902,RAW(nc),295,RAW,control
3902,MAH(nt),150,MAH,treated
3902,MAH(nc),150,MAH,control
3902,PSC(nt),150,PSC,treated
3902,PSC(nc),150,PSC,control
3902,GEN(nt),150,GEN,treated
3902,GEN(nc),137,GEN,control
3902,CEM(nt),90,CEM,treated
3902,CEM(nc),148,CEM,control
3903,RAW(nt),166,RAW,treated
3903,RAW(nc),279,RAW,control
3903,MAH(nt),166,MAH,treated
3903,MAH(nc),166,MAH,control
3903,PSC(nt),166,PSC,treated
3903,PSC(nc),166,PSC,control
3903,GEN(nt),166,GEN,treated
3903,GEN(nc),151,GEN,control
3903,CEM(nt),90,CEM,treated
3903,CEM(nc),150,CEM,control
3904,RAW(nt),133,RAW,treated
3904,RAW(nc),312,RAW,control
3904,MAH(nt),133,MAH,treated
3904,MAH(nc),133,MAH,control
3904,PSC(nt),133,PSC,treated
3904,PSC(nc),133,PSC,control
3904,GEN(nt),133,GEN,treated
3904,GEN(nc),138,GEN,control
3904,CEM(nt),83,CEM,treated
3904,CEM(nc),147,CEM,control
3905,RAW(nt),155,RAW,treated
3905,RAW(nc),290,RAW,control
3905,MAH(nt),155,MAH,treated
3905,MAH(nc),155,MAH,control
3905,PSC(nt),155,PSC,treated
3905,PSC(nc),155,PSC,control
3905,GEN(nt),155,GEN,treated
3905,GEN(nc),134,GEN,control
3905,CEM(nt),97,CEM,treated
3905,CEM(nc),157,CEM,control
3906,RAW(nt),151,RAW,treated
3906,RAW(nc),294,RAW,control
3906,MAH(nt),151,MAH,treated
3906,MAH(nc),151,MAH,control
3906,PSC(nt),151,PSC,treated
3906,PSC(nc),151,PSC,control
3906,GEN(nt),151,GEN,treated
3906,GEN(nc),149,GEN,control
3906,CEM(nt),90,CEM,treated
3906,CEM(nc),139,CEM,control
3907,RAW(nt),163,RAW,treated
3907,RAW(nc),282,RAW,control
3907,MAH(nt),163,MAH,treated
3907,MAH(nc),163,MAH,control
3907,PSC(nt),163,PSC,treated
3907,PSC(nc),163,PSC,control
3907,GEN(nt),163,GEN,treated
3907,GEN(nc),157,GEN,control
3907,CEM(nt),94,CEM,treated
3907,CEM(nc),150,CEM,control
3908,RAW(nt),143,RAW,treated
3908,RAW(nc),302,RAW,control
3908,MAH(nt),143,MAH,treated
3908,MAH(nc),143,MAH,control
3908,PSC(nt),143,PSC,treated
3908,PSC(nc),143,PSC,control
3908,GEN(nt),143,GEN,treated
3908,GEN(nc),147,GEN,control
3908,CEM(nt),76,CEM,treated
3908,CEM(nc),146,CEM,control
3909,RAW(nt),143,RAW,treated
3909,RAW(nc),302,RAW,control
3909,MAH(nt),143,MAH,treated
3909,MAH(nc),143,MAH,control
3909,PSC(nt),143,PSC,treated
3909,PSC(nc),143,PSC,control
3909,GEN(nt),143,GEN,treated
3909,GEN(nc),137,GEN,control
3909,CEM(nt),73,CEM,treated
3909,CEM(nc),158,CEM,control
3910,RAW(nt),152,RAW,treated
3910,RAW(nc),293,RAW,control
3910,MAH(nt),152,MAH,treated
3910,MAH(nc),152,MAH,control
3910,PSC(nt),152,PSC,treated
3910,PSC(nc),152,PSC,control
3910,GEN(nt),152,GEN,treated
3910,GEN(nc),128,GEN,control
3910,CEM(nt),88,CEM,treated
3910,CEM(nc),141,CEM,control
3911,RAW(nt),133,RAW,treated
3911,RAW(nc),312,RAW,control
3911,MAH(nt),133,MAH,treated
3911,MAH(nc),133,MAH,control
3911,PSC(nt),133,PSC,treated
3911,PSC(nc),133,PSC,control
3911,GEN(nt),133,GEN,treated
3911,GEN(nc),117,GEN,control
3911,CEM(nt),73,CEM,treated
3911,CEM(nc),139,CEM,control
3912,RAW(nt),157,RAW,treated
3912,RAW(nc),288,RAW,control
3912,MAH(nt),157,MAH,treated
3912,MAH(nc),157,MAH,control
3912,PSC(nt),157,PSC,treated
3912,PSC(nc),157,PSC,control
3912,GEN(nt),157,GEN,treated
3912,GEN(nc),149,GEN,control
3912,CEM(nt),91,CEM,treated
3912,CEM(nc),154,CEM,control
3913,RAW(nt),161,RAW,treated
3913,RAW(nc),284,RAW,control
3913,MAH(nt),161,MAH,treated
3913,MAH(nc),161,MAH,control
3913,PSC(nt),161,PSC,treated
3913,PSC(nc),161,PSC,control
3913,GEN(nt),161,GEN,treated
3913,GEN(nc),142,GEN,control
3913,CEM(nt),84,CEM,treated
3913,CEM(nc),152,CEM,control
3914,RAW(nt),158,RAW,treated
3914,RAW(nc),287,RAW,control
3914,MAH(nt),158,MAH,treated
3914,MAH(nc),158,MAH,control
3914,PSC(nt),158,PSC,treated
3914,PSC(nc),158,PSC,control
3914,GEN(nt),158,GEN,treated
3914,GEN(nc),153,GEN,control
3914,CEM(nt),87,CEM,treated
3914,CEM(nc),144,CEM,control
3915,RAW(nt),141,RAW,treated
3915,RAW(nc),304,RAW,control
3915,MAH(nt),141,MAH,treated
3915,MAH(nc),141,MAH,control
3915,PSC(nt),141,PSC,treated
3915,PSC(nc),141,PSC,control
3915,GEN(nt),141,GEN,treated
3915,GEN(nc),148,GEN,control
3915,CEM(nt),77,CEM,treated
3915,CEM(nc),162,CEM,control
3916,RAW(nt),158,RAW,treated
3916,RAW(nc),287,RAW,control
3916,MAH(nt),158,MAH,treated
3916,MAH(nc),158,MAH,control
3916,PSC(nt),158,PSC,treated
3916,PSC(nc),158,PSC,control
3916,GEN(nt),158,GEN,treated
3916,GEN(nc),143,GEN,control
3916,CEM(nt),87,CEM,treated
3916,CEM(nc),165,CEM,control
3917,RAW(nt),172,RAW,treated
3917,RAW(nc),273,RAW,control
3917,MAH(nt),172,MAH,treated
3917,MAH(nc),172,MAH,control
3917,PSC(nt),172,PSC,treated
3917,PSC(nc),172,PSC,control
3917,GEN(nt),172,GEN,treated
3917,GEN(nc),148,GEN,control
3917,CEM(nt),99,CEM,treated
3917,CEM(nc),148,CEM,control
3918,RAW(nt),149,RAW,treated
3918,RAW(nc),296,RAW,control
3918,MAH(nt),149,MAH,treated
3918,MAH(nc),149,MAH,control
3918,PSC(nt),149,PSC,treated
3918,PSC(nc),149,PSC,control
3918,GEN(nt),149,GEN,treated
3918,GEN(nc),145,GEN,control
3918,CEM(nt),99,CEM,treated
3918,CEM(nc),149,CEM,control
3919,RAW(nt),143,RAW,treated
3919,RAW(nc),302,RAW,control
3919,MAH(nt),143,MAH,treated
3919,MAH(nc),143,MAH,control
3919,PSC(nt),143,PSC,treated
3919,PSC(nc),143,PSC,control
3919,GEN(nt),143,GEN,treated
3919,GEN(nc),130,GEN,control
3919,CEM(nt),96,CEM,treated
3919,CEM(nc),146,CEM,control
3920,RAW(nt),135,RAW,treated
3920,RAW(nc),310,RAW,control
3920,MAH(nt),135,MAH,treated
3920,MAH(nc),135,MAH,control
3920,PSC(nt),135,PSC,treated
3920,PSC(nc),135,PSC,control
3920,GEN(nt),135,GEN,treated
3920,GEN(nc),132,GEN,control
3920,CEM(nt),87,CEM,treated
3920,CEM(nc),146,CEM,control
3921,RAW(nt),157,RAW,treated
3921,RAW(nc),288,RAW,control
3921,MAH(nt),157,MAH,treated
3921,MAH(nc),157,MAH,control
